Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date
Iberia,CMN,PAR,4h 50m,1 stop,business,12:40,18:30,"AED 1,440",2024-09-03
Royal Air Maroc,CMN,PAR,2h 55m,direct,business,13:25,17:20,"AED 2,396",2024-09-03
Royal Air Maroc,CMN,PAR,2h 50m,direct,business,14:15,18:05,"AED 2,529",2024-09-03
Royal Air Maroc,CMN,PAR,2h 55m,direct,business,08:00,11:55,"AED 2,396",2024-09-03
Royal Air Maroc,CMN,PAR,2h 50m,direct,business,12:20,16:10,"AED 2,529",2024-09-03
Air France,CMN,PAR,3h 00m,direct,business,18:20,22:20,"AED 3,220",2024-09-03
Air France,CMN,PAR,3h 05m,direct,business,07:30,11:35,"AED 3,220",2024-09-03
Royal Air Maroc,CMN,PAR,2h 55m,direct,business,02:50,06:45,"AED 2,396",2024-09-03
Royal Air Maroc,CMN,PAR,2h 50m,direct,business,03:10,07:00,"AED 2,529",2024-09-03
TAP Portugal,CMN,PAR,5h 00m,1 stop,business,17:00,23:00,"AED 1,520",2024-09-03
Iberia,CMN,PAR,6h 30m,1 stop,business,12:40,20:10,"AED 1,440",2024-09-03
Tunisair,CMN,PAR,6h 15m,1 stop,business,11:45,19:00,"AED 2,207",2024-09-03
Iberia,CMN,PAR,8h 30m,1 stop,business,12:40,22:10,"AED 1,440",2024-09-03
Lufthansa,CMN,PAR,6h 15m,1 stop,business,01:15,08:30,"AED 3,810",2024-09-03
TAP Portugal,CMN,ROM,6h 05m,1 stop,business,17:00,00:05+1,"AED 1,440",2024-09-03
Iberia,CMN,ROM,6h 00m,1 stop,business,12:40,19:40,"AED 1,910",2024-09-03
Iberia,CMN,ROM,10h 25m,1 stop,business,12:40,00:05+1,"AED 1,910",2024-09-03
Lufthansa,CMN,ROM,7h 05m,1 stop,business,01:15,09:20,"AED 2,870",2024-09-03
Air France,CMN,ROM,6h 20m,1 stop,business,15:50,23:10,"AED 4,560",2024-09-03
Air France,CMN,ROM,6h 15m,1 stop,business,10:20,17:35,"AED 4,560",2024-09-03
Air France,CMN,ROM,7h 45m,1 stop,business,07:30,16:15,"AED 4,560",2024-09-03
TAP Portugal,CMN,ROM,16h 20m,1 stop,business,17:00,10:20+1,"AED 1,440",2024-09-03
Egypt Air,CMN,ROM,11h 15m,1 stop,business,00:45,13:00,"AED 3,139",2024-09-03
Lufthansa,CMN,ROM,10h 20m,1 stop,business,01:15,12:35,"AED 3,760",2024-09-03
Lufthansa,CMN,ROM,9h 50m,2 stops,business,01:15,12:05,"AED 4,030",2024-09-03
TAP Portugal,CMN,ROM,18h 50m,1 stop,business,17:00,12:50+1,"AED 1,440",2024-09-03
TAP Portugal,CMN,ROM,22h 45m,1 stop,business,17:00,16:45+1,"AED 2,220",2024-09-03
TAP Portugal,CMN,ROM,25h 10m,1 stop,business,17:00,19:10+1,"AED 1,450",2024-09-03
Egypt Air,CMN,ROM,22h 00m,1 stop,business,13:30,12:30+1,"AED 3,139",2024-09-03
Turkish Airlines,CMN,IST,4h 45m,direct,business,17:00,23:45,"AED 4,190",2024-09-03
Egypt Air,CMN,IST,10h 15m,1 stop,business,00:45,13:00,"AED 3,186",2024-09-03
Lufthansa,CMN,IST,9h 50m,1 stop,business,01:15,13:05,"AED 3,310",2024-09-03
Egypt Air,CMN,IST,11h 20m,1 stop,business,13:30,02:50+1,"AED 3,190",2024-09-03
Egypt Air,CMN,IST,14h 50m,1 stop,business,00:45,17:35,"AED 3,190",2024-09-03
Egypt Air,CMN,IST,15h 00m,1 stop,business,13:30,06:30+1,"AED 5,566",2024-09-03
Egypt Air,CMN,IST,21h 30m,1 stop,business,13:30,13:00+1,"AED 3,186",2024-09-03
Egypt Air,CMN,IST,20h 45m,1 stop,business,13:30,12:15+1,"AED 5,566",2024-09-03
Emirates,CMN,IST,20h 20m,1 stop,business,14:45,13:05+1,"AED 8,184",2024-09-03
Egypt Air,CMN,IST,21h 20m,1 stop,business,00:45,00:05+1,"AED 5,566",2024-09-03
Qatar Airways,CMN,IST,17h 40m,2 stops,business,14:10,09:50+1,"AED 13,080",2024-09-03
Qatar Airways,CMN,IST,21h 00m,1 stop,business,14:10,13:10+1,"AED 9,080",2024-09-03
Emirates,CMN,IST,21h 40m,1 stop,business,14:45,14:25+1,"AED 8,184",2024-09-03
Egypt Air,CMN,IST,24h 05m,1 stop,business,00:45,02:50+1,"AED 3,190",2024-09-03
Kuwait Airways,CMN,IST,23h 40m,1 stop,business,12:40,14:20+1,"AED 6,580",2024-09-03
TAP Portugal,PAR,CMN,5h 15m,1 stop,business,11:55,16:10,"AED 1,390",2024-09-03
Iberia,PAR,CMN,5h 40m,1 stop,business,07:30,12:10,"AED 1,610",2024-09-03
Lufthansa,PAR,CMN,5h 35m,1 stop,business,19:45,00:20+1,"AED 1,730",2024-09-03
TAP Portugal,PAR,CMN,6h 50m,1 stop,business,10:20,16:10,"AED 1,390",2024-09-03
Iberia,PAR,CMN,6h 15m,1 stop,business,06:55,12:10,"AED 1,610",2024-09-03
Lufthansa,PAR,CMN,6h 55m,1 stop,business,18:25,00:20+1,"AED 1,730",2024-09-03
TAP Portugal,PAR,CMN,9h 30m,1 stop,business,07:40,16:10,"AED 1,390",2024-09-03
TAP Portugal,PAR,CMN,11h 10m,1 stop,business,06:00,16:10,"AED 1,390",2024-09-03
Lufthansa,PAR,CMN,10h 55m,2 stops,business,14:25,00:20+1,"AED 2,000",2024-09-03
Lufthansa,PAR,CMN,10h 55m,2 stops,business,14:25,00:20+1,"AED 2,000",2024-09-03
Lufthansa,PAR,CMN,10h 55m,2 stops,business,14:25,00:20+1,"AED 2,000",2024-09-03
Lufthansa,PAR,CMN,10h 55m,2 stops,business,14:25,00:20+1,"AED 2,000",2024-09-03
TAP Portugal,PAR,CMN,14h 30m,1 stop,business,21:05,10:35+1,"AED 1,390",2024-09-03
Lufthansa,PAR,CMN,15h 50m,2 stops,business,09:30,00:20+1,"AED 2,000",2024-09-03
Lufthansa,PAR,CMN,15h 50m,2 stops,business,09:30,00:20+1,"AED 2,000",2024-09-03
ITA Airways,PAR,ROM,2h 00m,direct,business,06:05,08:05,"AED 1,770",2024-09-03
Brussels Airlines,PAR,ROM,7h 05m,1 stop,business,09:55,17:00,"AED 1,600",2024-09-03
ITA Airways,PAR,ROM,2h 05m,direct,business,11:40,13:45,"AED 1,770",2024-09-03
ITA Airways,PAR,ROM,2h 10m,direct,business,18:15,20:25,"AED 1,770",2024-09-03
SWISS,PAR,ROM,4h 20m,1 stop,business,15:05,19:25,"AED 1,663",2024-09-03
SWISS,PAR,ROM,4h 15m,1 stop,business,09:50,14:05,"AED 2,181",2024-09-03
Austrian Airlines,PAR,ROM,4h 45m,1 stop,business,15:55,20:40,"AED 1,616",2024-09-03
Iberia,PAR,ROM,5h 15m,1 stop,business,10:15,15:30,"AED 1,680",2024-09-03
Lufthansa,PAR,ROM,5h 30m,1 stop,business,09:30,15:00,"AED 1,640",2024-09-03
SWISS,PAR,ROM,7h 05m,1 stop,business,07:00,14:05,"AED 2,181",2024-09-03
SWISS,PAR,ROM,7h 40m,1 stop,business,15:05,22:45,"AED 1,663",2024-09-03
SWISS,PAR,ROM,5h 25m,2 stops,business,08:40,14:05,"AED 5,235",2024-09-03
SWISS,PAR,ROM,6h 45m,2 stops,business,12:40,19:25,"AED 4,056",2024-09-03
Brussels Airlines,PAR,ROM,8h 30m,1 stop,business,08:30,17:00,"AED 1,600",2024-09-03
SWISS,PAR,ROM,9h 35m,1 stop,business,09:50,19:25,"AED 1,663",2024-09-03
Air Serbia,PAR,IST,4h 55m,1 stop,business,10:05,16:00,"AED 1,340",2024-09-03
Turkish Airlines,PAR,IST,3h 30m,direct,business,19:50,00:20+1,"AED 3,930",2024-09-03
Turkish Airlines,PAR,IST,3h 30m,direct,business,14:10,18:40,"AED 3,930",2024-09-03
Turkish Airlines,PAR,IST,3h 35m,direct,business,17:50,22:25,"AED 3,930",2024-09-03
LOT,PAR,IST,8h 40m,1 stop,business,07:05,16:45,"AED 1,440",2024-09-03
Air Serbia,PAR,IST,9h 20m,1 stop,business,10:05,20:25,"AED 1,340",2024-09-03
Lufthansa,PAR,IST,8h 10m,2 stops,business,12:10,21:20,"AED 1,960",2024-09-03
Air Algerie,PAR,IST,8h 45m,1 stop,business,18:00,03:45+1,"AED 2,594",2024-09-03
Lufthansa,PAR,IST,9h 15m,2 stops,business,06:45,17:00,"AED 2,320",2024-09-03
Lufthansa,PAR,IST,9h 15m,2 stops,business,06:45,17:00,"AED 2,320",2024-09-03
Air Algerie,PAR,IST,9h 20m,1 stop,business,14:00,00:20+1,"AED 2,584",2024-09-03
Air Serbia,PAR,IST,10h 50m,1 stop,business,22:00,09:50+1,"AED 1,340",2024-09-03
Air Algerie,PAR,IST,9h 50m,1 stop,business,16:55,03:45+1,"AED 2,584",2024-09-03
Air Algerie,PAR,IST,10h 05m,1 stop,business,13:15,00:20+1,"AED 2,594",2024-09-03
Air Algerie,PAR,IST,10h 30m,1 stop,business,16:15,03:45+1,"AED 2,594",2024-09-03
TAP Portugal,ROM,CMN,6h 00m,1 stop,business,11:10,16:10,"AED 1,040",2024-09-03
Iberia,ROM,CMN,6h 50m,1 stop,business,06:20,12:10,"AED 1,460",2024-09-03
Lufthansa,ROM,CMN,6h 40m,1 stop,business,18:40,00:20+1,"AED 2,220",2024-09-03
TAP Portugal,ROM,CMN,11h 15m,1 stop,business,05:55,16:10,"AED 1,040",2024-09-03
Lufthansa,ROM,CMN,10h 30m,1 stop,business,14:50,00:20+1,"AED 1,700",2024-09-03
Lufthansa,ROM,CMN,9h 30m,2 stops,business,15:50,00:20+1,"AED 1,970",2024-09-03
Lufthansa,ROM,CMN,9h 30m,2 stops,business,15:50,00:20+1,"AED 1,970",2024-09-03
TAP Portugal,ROM,CMN,15h 35m,1 stop,business,20:00,10:35+1,"AED 1,040",2024-09-03
Air France,ROM,CMN,9h 25m,1 stop,business,06:25,14:50,"AED 2,690",2024-09-03
Air France,ROM,CMN,11h 55m,1 stop,business,06:25,17:20,"AED 2,330",2024-09-03
Air France,ROM,CMN,12h 00m,1 stop,business,10:00,21:00,"AED 2,350",2024-09-03
TAP Portugal,ROM,CMN,18h 00m,1 stop,business,17:35,10:35+1,"AED 1,040",2024-09-03
TAP Portugal,ROM,CMN,21h 10m,1 stop,business,20:00,16:10+1,"AED 1,040",2024-09-03
KLM,ROM,CMN,9h 20m,2 stops,business,12:40,21:00,"AED 3,660",2024-09-03
TAP Portugal,ROM,CMN,21h 55m,1 stop,business,13:40,10:35+1,"AED 1,040",2024-09-03
Air France,ROM,PAR,2h 10m,direct,business,18:25,20:35,AED 930,2024-09-03
Air France,ROM,PAR,2h 10m,direct,business,20:10,22:20,AED 930,2024-09-03
Air France,ROM,PAR,2h 10m,direct,business,17:05,19:15,AED 930,2024-09-03
Air France,ROM,PAR,2h 15m,direct,business,06:25,08:40,AED 930,2024-09-03
Air France,ROM,PAR,2h 10m,direct,business,10:00,12:10,"AED 1,370",2024-09-03
SWISS,ROM,PAR,4h 10m,1 stop,business,15:05,19:15,"AED 1,784",2024-09-03
Lufthansa,ROM,PAR,4h 15m,1 stop,business,13:25,17:40,"AED 1,870",2024-09-03
SWISS,ROM,PAR,4h 35m,1 stop,business,09:40,14:15,"AED 1,784",2024-09-03
Iberia,ROM,PAR,5h 30m,1 stop,business,14:40,20:10,"AED 1,600",2024-09-03
Air Europa,ROM,PAR,5h 45m,1 stop,business,10:30,16:15,"AED 1,550",2024-09-03
Austrian Airlines,ROM,PAR,6h 10m,1 stop,business,08:55,15:05,"AED 1,781",2024-09-03
SWISS,ROM,PAR,7h 25m,1 stop,business,15:05,22:30,"AED 1,784",2024-09-03
SWISS,ROM,PAR,7h 30m,1 stop,business,06:45,14:15,"AED 1,784",2024-09-03
Austrian Airlines,ROM,PAR,8h 05m,1 stop,business,08:55,17:00,"AED 1,781",2024-09-03
SWISS,ROM,PAR,9h 35m,1 stop,business,09:40,19:15,"AED 1,784",2024-09-03
Air Serbia,ROM,IST,5h 35m,1 stop,business,09:25,16:00,"AED 1,340",2024-09-03
Lufthansa,ROM,IST,6h 55m,1 stop,business,13:25,21:20,"AED 1,840",2024-09-03
Turkish Airlines,ROM,IST,2h 40m,direct,business,07:00,10:40,"AED 4,390",2024-09-03
Air Serbia,ROM,IST,10h 00m,1 stop,business,09:25,20:25,"AED 1,340",2024-09-03
Turkish Airlines,ROM,IST,2h 45m,direct,business,15:30,19:15,"AED 4,390",2024-09-03
Turkish Airlines,ROM,IST,2h 45m,direct,business,10:50,14:35,"AED 4,410",2024-09-03
Lufthansa,ROM,IST,5h 55m,1 stop,business,10:05,17:00,"AED 2,370",2024-09-03
Air Serbia,ROM,IST,23h 25m,1 stop,business,09:25,09:50+1,"AED 1,340",2024-09-03
Lufthansa,ROM,IST,10h 15m,1 stop,business,10:05,21:20,"AED 1,840",2024-09-03
Tunisair,ROM,IST,8h 05m,1 stop,business,13:30,22:35,"AED 2,049",2024-09-03
Turkish Airlines,ROM,IST,2h 40m,direct,business,19:25,23:05,"AED 7,014",2024-09-03
Aegean Airlines,ROM,IST,4h 30m,1 stop,business,09:30,15:00,"AED 3,340",2024-09-03
British Airways,ROM,IST,8h 15m,1 stop,business,15:10,00:25+1,"AED 2,630",2024-09-03
Air Algerie,ROM,IST,8h 50m,1 stop,business,14:30,00:20+1,"AED 2,313",2024-09-03
Lufthansa,ROM,IST,8h 55m,1 stop,business,07:05,17:00,"AED 2,370",2024-09-03
Royal Air Maroc,IST,CMN,4h 50m,direct,business,18:10,21:00,"AED 5,510",2024-09-03
Lufthansa,IST,CMN,8h 25m,1 stop,business,17:55,00:20+1,"AED 2,660",2024-09-03
Turkish Airlines,IST,CMN,5h 00m,direct,business,12:05,15:05,"AED 5,155",2024-09-03
Egypt Air,IST,CMN,7h 40m,1 stop,business,06:50,12:30,"AED 3,298",2024-09-03
Royal Air Maroc,IST,CMN,5h 00m,direct,business,12:05,15:05,"AED 7,373",2024-09-03
Egypt Air,IST,CMN,10h 00m,1 stop,business,04:30,12:30,"AED 2,803",2024-09-03
Egypt Air,IST,CMN,11h 45m,1 stop,business,14:00,23:45,"AED 2,794",2024-09-03
Lufthansa,IST,CMN,12h 20m,1 stop,business,14:00,00:20+1,"AED 2,660",2024-09-03
Air France,IST,CMN,12h 35m,1 stop,business,06:45,17:20,"AED 4,400",2024-09-03
Tunisair,IST,CMN,14h 20m,1 stop,business,12:50,01:10+1,"AED 2,974",2024-09-03
Egypt Air,IST,CMN,13h 50m,1 stop,business,00:40,12:30,"AED 3,307",2024-09-03
KLM,IST,CMN,18h 15m,2 stops,business,17:00,09:15+1,"AED 2,986",2024-09-03
Egypt Air,IST,CMN,18h 55m,1 stop,business,06:50,23:45,"AED 3,318",2024-09-03
Egypt Air,IST,CMN,19h 55m,1 stop,business,18:35,12:30+1,"AED 2,811",2024-09-03
British Airways,IST,CMN,18h 05m,2 stops,business,20:05,12:10+1,"AED 4,700",2024-09-03
Air Serbia,IST,PAR,5h 20m,1 stop,business,16:45,21:05,"AED 1,026",2024-09-03
Air Serbia,IST,PAR,5h 45m,1 stop,business,04:30,09:15,"AED 1,024",2024-09-03
LOT,IST,PAR,6h 10m,1 stop,business,17:35,22:45,"AED 2,601",2024-09-03
Turkish Airlines,IST,PAR,3h 40m,direct,business,15:35,18:15,"AED 3,911",2024-09-03
Turkish Airlines,IST,PAR,3h 40m,direct,business,10:05,12:45,"AED 3,911",2024-09-03
Turkish Airlines,IST,PAR,3h 40m,direct,business,06:55,09:35,"AED 3,911",2024-09-03
Turkish Airlines,IST,PAR,3h 45m,direct,business,12:25,15:10,"AED 3,911",2024-09-03
Aegean Airlines,IST,PAR,7h 35m,1 stop,business,10:40,17:15,"AED 2,981",2024-09-03
British Airways,IST,PAR,8h 30m,1 stop,business,08:05,15:35,"AED 2,960",2024-09-03
Air Serbia,IST,PAR,12h 55m,1 stop,business,21:20,09:15+1,"AED 1,034",2024-09-03
Egypt Air,IST,PAR,8h 05m,1 stop,business,14:00,21:05,"AED 4,415",2024-09-03
Egypt Air,IST,PAR,8h 35m,1 stop,business,06:50,14:25,"AED 4,728",2024-09-03
Air Serbia,IST,PAR,17h 30m,1 stop,business,16:45,09:15+1,"AED 1,035",2024-09-03
Air Serbia,IST,PAR,17h 35m,1 stop,business,04:30,21:05,"AED 1,034",2024-09-03
Egypt Air,IST,PAR,10h 55m,1 stop,business,04:30,14:25,"AED 4,759",2024-09-03
Air Serbia,IST,ROM,4h 50m,1 stop,business,04:30,08:20,AED 913,2024-09-03
Air Serbia,IST,ROM,17h 35m,1 stop,business,21:20,13:55+1,AED 913,2024-09-03
Lufthansa,IST,ROM,6h 30m,1 stop,business,17:55,23:25,"AED 2,270",2024-09-03
Turkish Airlines,IST,ROM,2h 35m,direct,business,07:50,09:25,"AED 4,750",2024-09-03
Turkish Airlines,IST,ROM,2h 40m,direct,business,16:45,18:25,"AED 4,750",2024-09-03
Turkish Airlines,IST,ROM,2h 40m,direct,business,21:50,23:30,"AED 4,750",2024-09-03
Air Serbia,IST,ROM,22h 10m,1 stop,business,16:45,13:55+1,AED 913,2024-09-03
Air Algerie,IST,ROM,9h 30m,1 stop,business,05:00,13:30,"AED 2,057",2024-09-03
Turkish Airlines,IST,ROM,2h 40m,direct,business,12:50,14:30,"AED 5,540",2024-09-03
KLM,IST,ROM,6h 45m,1 stop,business,17:00,22:45,"AED 2,840",2024-09-03
Air Algerie,IST,ROM,13h 00m,1 stop,business,01:30,13:30,"AED 2,057",2024-09-03
Lufthansa,IST,ROM,10h 25m,1 stop,business,14:00,23:25,"AED 2,270",2024-09-03
Air Algerie,IST,ROM,22h 05m,1 stop,business,16:25,13:30+1,"AED 2,057",2024-09-03
Lufthansa,IST,ROM,7h 55m,2 stops,business,14:00,20:55,"AED 2,540",2024-09-03
Aegean Airlines,IST,ROM,6h 25m,1 stop,business,15:50,21:15,"AED 3,630",2024-09-03
Transavia France,CMN,PAR,3h 00m,direct,economy,11:15,15:15,AED 247,2024-10-19
TAP Portugal,CMN,PAR,5h 00m,1 stop,economy,17:00,23:00,AED 292,2024-10-19
Royal Air Maroc,CMN,PAR,2h 45m,direct,economy,12:20,16:05,AED 538,2024-10-19
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,16:20,20:10,AED 538,2024-10-19
Royal Air Maroc,CMN,PAR,2h 55m,direct,economy,13:25,17:20,AED 538,2024-10-19
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,18:35,22:25,AED 556,2024-10-19
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,14:15,18:05,AED 556,2024-10-19
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,08:10,12:00,AED 574,2024-10-19
Air France,CMN,PAR,3h 05m,direct,economy,10:20,14:25,AED 675,2024-10-19
Air France,CMN,PAR,3h 00m,direct,economy,15:50,19:50,AED 770,2024-10-19
TAP Portugal,CMN,PAR,6h 30m,1 stop,economy,11:25,18:55,AED 419,2024-10-19
TAP Portugal,CMN,PAR,7h 50m,1 stop,economy,11:25,20:15,AED 356,2024-10-19
TAP Portugal,CMN,PAR,9h 10m,1 stop,economy,11:25,21:35,AED 292,2024-10-19
Air France,CMN,PAR,3h 00m,direct,economy,18:20,22:20,AED 914,2024-10-19
Air France,CMN,PAR,3h 05m,direct,economy,07:30,11:35,AED 963,2024-10-19
Air France,CMN,ROM,6h 20m,1 stop,economy,15:50,23:10,"AED 1,340",2024-10-19
Transavia France,CMN,ROM,23h 35m,1 stop,economy,19:25,20:00+1,AED 903,2024-10-19
Air France,CMN,ROM,6h 15m,1 stop,economy,10:20,17:35,"AED 1,590",2024-10-19
Air France,CMN,ROM,7h 55m,1 stop,economy,10:20,19:15,"AED 1,480",2024-10-19
Lufthansa,CMN,ROM,7h 05m,1 stop,economy,01:15,09:20,"AED 1,650",2024-10-19
Air France,CMN,ROM,7h 45m,1 stop,economy,07:30,16:15,"AED 1,820",2024-10-19
Pegasus Airlines,CMN,ROM,9h 40m,1 stop,economy,00:10,10:50,AED 948,2024-10-19
Transavia France,CMN,ROM,10h 20m,1 stop,economy,11:15,22:35,AED 929,2024-10-19
Air France,CMN,ROM,9h 05m,1 stop,economy,07:30,17:35,"AED 1,820",2024-10-19
Air France,CMN,ROM,10h 45m,1 stop,economy,07:30,19:15,"AED 1,730",2024-10-19
Lufthansa,CMN,ROM,9h 50m,2 stops,economy,01:15,12:05,"AED 1,910",2024-10-19
Air France,CMN,ROM,11h 50m,1 stop,economy,10:20,23:10,"AED 1,210",2024-10-19
Lufthansa,CMN,ROM,9h 50m,2 stops,economy,01:15,12:05,"AED 2,190",2024-10-19
Pegasus Airlines,CMN,ROM,12h 35m,1 stop,economy,00:10,13:45,AED 948,2024-10-19
Egypt Air,CMN,ROM,11h 15m,1 stop,economy,00:45,13:00,"AED 1,916",2024-10-19
Turkish Airlines,CMN,ROM,15h 25m,1 stop,economy,17:00,09:25+1,"AED 1,690",2024-10-19
Air Arabia Maroc,CMN,IST,4h 40m,direct,economy,16:40,23:20,AED 849,2024-10-19
Turkish Airlines,CMN,IST,4h 45m,direct,economy,17:00,23:45,"AED 1,320",2024-10-19
Pegasus Airlines,CMN,IST,4h 45m,direct,economy,00:10,06:55,"AED 1,051",2024-10-19
Transavia France,CMN,IST,10h 20m,1 stop,economy,11:15,23:35,"AED 1,308",2024-10-19
Egypt Air,CMN,IST,10h 15m,1 stop,economy,00:45,13:00,"AED 1,490",2024-10-19
Egypt Air,CMN,IST,11h 20m,1 stop,economy,13:30,02:50+1,"AED 1,494",2024-10-19
Lufthansa,CMN,IST,9h 50m,1 stop,economy,01:15,13:05,"AED 2,816",2024-10-19
Transavia France,CMN,IST,15h 05m,1 stop,economy,19:25,12:30+1,"AED 1,095",2024-10-19
Egypt Air,CMN,IST,14h 50m,1 stop,economy,00:45,17:35,"AED 1,494",2024-10-19
Egypt Air,CMN,IST,15h 00m,1 stop,economy,13:30,06:30+1,"AED 1,964",2024-10-19
Lufthansa,CMN,IST,13h 45m,1 stop,economy,01:15,17:00,"AED 2,555",2024-10-19
Kuwait Airways,CMN,IST,14h 40m,1 stop,economy,12:40,05:20+1,"AED 2,960",2024-10-19
Emirates,CMN,IST,20h 20m,1 stop,economy,14:45,13:05+1,"AED 2,003",2024-10-19
Egypt Air,CMN,IST,21h 30m,1 stop,economy,13:30,13:00+1,"AED 1,490",2024-10-19
Egypt Air,CMN,IST,20h 45m,1 stop,economy,13:30,12:15+1,"AED 1,964",2024-10-19
Air France,PAR,CMN,6h 55m,1 stop,economy,12:45,18:40,AED 763,2024-10-19
Air France,PAR,CMN,11h 15m,1 stop,economy,08:25,18:40,AED 691,2024-10-19
British Airways,PAR,CMN,8h 30m,2 stops,economy,10:35,18:05,"AED 1,170",2024-10-19
British Airways,PAR,CMN,10h 10m,2 stops,economy,08:55,18:05,"AED 1,040",2024-10-19
British Airways,PAR,CMN,10h 10m,2 stops,economy,08:55,18:05,"AED 1,040",2024-10-19
British Airways,PAR,CMN,10h 10m,2 stops,economy,08:55,18:05,"AED 1,040",2024-10-19
Air France,PAR,CMN,10h 15m,1 stop,economy,09:25,18:40,AED 785,2024-10-19
Lufthansa,PAR,CMN,10h 50m,1 stop,economy,14:30,00:20+1,"AED 1,398",2024-10-19
Lufthansa,PAR,CMN,10h 55m,2 stops,economy,14:25,00:20+1,"AED 1,408",2024-10-19
Lufthansa,PAR,CMN,13h 40m,1 stop,economy,11:40,00:20+1,"AED 1,156",2024-10-19
Lufthansa,PAR,CMN,10h 55m,2 stops,economy,14:25,00:20+1,"AED 1,535",2024-10-19
Lufthansa,PAR,CMN,6h 55m,1 stop,economy,18:25,00:20+1,"AED 2,153",2024-10-19
Lufthansa,PAR,CMN,10h 55m,2 stops,economy,14:25,00:20+1,"AED 1,610",2024-10-19
Lufthansa,PAR,CMN,15h 50m,2 stops,economy,09:30,00:20+1,"AED 1,290",2024-10-19
Lufthansa,PAR,CMN,15h 50m,2 stops,economy,09:30,00:20+1,"AED 1,290",2024-10-19
Vueling,PAR,ROM,2h 00m,direct,economy,20:45,22:45,AED 345,2024-10-19
Vueling,PAR,ROM,6h 10m,1 stop,economy,16:40,22:50,AED 335,2024-10-19
ITA Airways,PAR,ROM,2h 05m,direct,economy,11:40,13:45,AED 400,2024-10-19
ITA Airways,PAR,ROM,2h 10m,direct,economy,18:15,20:25,AED 400,2024-10-19
ITA Airways,PAR,ROM,2h 00m,direct,economy,06:10,08:10,AED 480,2024-10-19
easyJet,PAR,ROM,1h 55m,direct,economy,07:00,08:55,AED 338,2024-10-19
easyJet,PAR,ROM,2h 00m,direct,economy,17:45,19:45,AED 344,2024-10-19
easyJet,PAR,ROM,1h 55m,direct,economy,12:35,14:30,AED 361,2024-10-19
Vueling,PAR,ROM,2h 00m,direct,economy,13:25,15:25,AED 471,2024-10-19
Vueling,PAR,ROM,2h 05m,direct,economy,15:05,17:10,AED 471,2024-10-19
Transavia France,PAR,ROM,2h 00m,direct,economy,20:35,22:35,AED 586,2024-10-19
Vueling,PAR,ROM,2h 05m,direct,economy,09:40,11:45,AED 713,2024-10-19
Transavia France,PAR,ROM,2h 00m,direct,economy,14:40,16:40,AED 847,2024-10-19
Lufthansa,PAR,ROM,3h 50m,1 stop,economy,14:25,18:15,AED 679,2024-10-19
Vueling,PAR,ROM,4h 20m,1 stop,economy,12:55,17:15,AED 699,2024-10-19
Vueling,PAR,ROM,4h 25m,1 stop,economy,06:15,10:40,AED 770,2024-10-19
Pegasus Airlines,PAR,IST,3h 25m,direct,economy,17:25,21:50,AED 515,2024-10-19
Air Serbia,PAR,IST,16h 45m,1 stop,economy,21:10,14:55+1,AED 463,2024-10-19
Turkish Airlines,PAR,IST,3h 30m,direct,economy,14:10,18:40,AED 760,2024-10-19
Turkish Airlines,PAR,IST,3h 35m,direct,economy,11:00,15:35,AED 760,2024-10-19
Turkish Airlines,PAR,IST,3h 40m,direct,economy,16:05,20:45,AED 760,2024-10-19
Air Serbia,PAR,IST,4h 55m,1 stop,economy,09:55,15:50,AED 512,2024-10-19
Transavia France,PAR,IST,3h 45m,direct,economy,18:50,23:35,AED 930,2024-10-19
AnadoluJet,PAR,IST,3h 15m,direct,economy,12:35,16:50,"AED 1,160",2024-10-19
Transavia France,PAR,IST,3h 45m,direct,economy,14:15,19:00,AED 930,2024-10-19
Pegasus Airlines,PAR,IST,3h 25m,direct,economy,14:20,18:45,"AED 1,481",2024-10-19
KLM,PAR,IST,5h 35m,1 stop,economy,09:30,16:05,"AED 1,010",2024-10-19
ITA Airways,PAR,IST,6h 25m,1 stop,economy,11:40,19:05,AED 920,2024-10-19
ITA Airways,PAR,IST,7h 30m,1 stop,economy,06:10,14:40,AED 920,2024-10-19
Lufthansa,PAR,IST,5h 50m,1 stop,economy,14:30,21:20,"AED 1,326",2024-10-19
KLM,PAR,IST,6h 25m,1 stop,economy,08:40,16:05,"AED 1,170",2024-10-19
British Airways,PAR,IST,7h 30m,1 stop,economy,10:35,19:05,"AED 1,120",2024-10-19
Lufthansa,ROM,CMN,6h 40m,1 stop,economy,18:40,00:20+1,"AED 1,050",2024-10-19
Pegasus Airlines,ROM,CMN,9h 15m,1 stop,economy,14:50,23:05,AED 753,2024-10-19
Turkish Airlines,ROM,CMN,9h 05m,1 stop,economy,07:00,15:05,"AED 1,160",2024-10-19
Pegasus Airlines,ROM,CMN,12h 10m,1 stop,economy,11:55,23:05,AED 753,2024-10-19
Air France,ROM,CMN,11h 55m,1 stop,economy,06:25,17:20,AED 960,2024-10-19
British Airways,ROM,CMN,11h 10m,2 stops,economy,07:55,18:05,"AED 1,420",2024-10-19
