Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date
Iberia,CMN,ROM,6h 05m,1 stop,business,13:35,19:40,"AED 1,525",2024-02-10
TAP Portugal,CMN,ROM,6h 25m,1 stop,business,12:20,18:45,"AED 1,355",2024-02-10
ITA Airways,CMN,ROM,3h 10m,direct,business,13:00,16:10,"AED 3,686",2024-02-10
Iberia,CMN,ROM,8h 00m,1 stop,business,10:15,18:15,"AED 1,599",2024-02-10
Lufthansa,CMN,ROM,8h 20m,1 stop,business,14:20,22:40,"AED 1,686",2024-02-10
Tunisair,CMN,ROM,6h 45m,1 stop,business,02:35,09:20,"AED 2,340",2024-02-10
Lufthansa,CMN,ROM,8h 20m,2 stops,business,14:20,22:40,"AED 1,970",2024-02-10
Air France,CMN,ROM,6h 30m,1 stop,business,08:10,14:40,"AED 3,518",2024-02-10
Iberia,CMN,ROM,10h 30m,1 stop,business,13:35,00:05+1,"AED 1,538",2024-02-10
Iberia,CMN,ROM,8h 40m,2 stops,business,09:35,18:15,"AED 2,520",2024-02-10
TAP Portugal,CMN,ROM,11h 45m,1 stop,business,12:20,00:05+1,AED 989,2024-02-10
Iberia,CMN,ROM,10h 05m,2 stops,business,09:35,19:40,"AED 2,531",2024-02-10
Iberia,CMN,ROM,10h 05m,2 stops,business,09:35,19:40,"AED 2,531",2024-02-10
Royal Air Maroc,CMN,IST,4h 45m,direct,business,09:55,16:40,"AED 3,063",2024-02-10
Lufthansa,CMN,IST,25h 45m,1 stop,business,14:20,18:05+1,"AED 2,053",2024-02-10
Turkish Airlines,CMN,IST,4h 35m,direct,business,17:10,23:45,"AED 3,891",2024-02-10
Royal Air Maroc,CMN,IST,4h 35m,direct,business,17:10,23:45,"AED 6,265",2024-02-10
Turkish Airlines,CMN,IST,4h 45m,direct,business,09:55,16:40,"AED 6,194",2024-02-10
Egypt Air,CMN,IST,9h 10m,1 stop,business,13:35,00:45+1,"AED 3,501",2024-02-10
Egypt Air,CMN,IST,10h 05m,1 stop,business,00:55,13:00,"AED 2,968",2024-02-10
Egypt Air,CMN,IST,11h 15m,1 stop,business,13:35,02:50+1,"AED 2,736",2024-02-10
Egypt Air,CMN,IST,10h 40m,1 stop,business,00:55,13:35,"AED 3,838",2024-02-10
Egypt Air,CMN,IST,11h 55m,1 stop,business,23:05,13:00+1,"AED 3,004",2024-02-10
Egypt Air,CMN,IST,12h 30m,1 stop,business,23:05,13:35+1,"AED 3,495",2024-02-10
Egypt Air,CMN,IST,14h 55m,1 stop,business,00:55,17:50,"AED 2,970",2024-02-10
Egypt Air,CMN,IST,15h 55m,1 stop,business,13:35,07:30+1,"AED 3,534",2024-02-10
Egypt Air,CMN,IST,16h 45m,1 stop,business,23:05,17:50+1,"AED 3,001",2024-02-10
Tunisair,CMN,IST,18h 00m,1 stop,business,02:35,22:35,"AED 2,390",2024-02-10
Air France,CMN,IST,19h 50m,1 stop,business,19:15,17:05+1,"AED 2,225",2024-02-10
Royal Air Maroc,PAR,CMN,2h 55m,direct,business,18:30,21:25,"AED 2,730",2024-02-10
TAP Portugal,PAR,CMN,14h 55m,1 stop,business,20:35,11:30+1,"AED 1,300",2024-02-10
Royal Air Maroc,PAR,CMN,2h 55m,direct,business,16:40,19:35,"AED 2,730",2024-02-10
Royal Air Maroc,PAR,CMN,3h 05m,direct,business,08:20,11:25,"AED 2,523",2024-02-10
Royal Air Maroc,PAR,CMN,3h 10m,direct,business,17:35,20:45,"AED 2,540",2024-02-10
Royal Air Maroc,PAR,CMN,2h 55m,direct,business,12:30,15:25,"AED 2,730",2024-02-10
Royal Air Maroc,PAR,CMN,3h 10m,direct,business,12:15,15:25,"AED 2,535",2024-02-10
Air France,PAR,CMN,3h 05m,direct,business,15:10,18:15,"AED 3,303",2024-02-10
Air France,PAR,CMN,3h 05m,direct,business,12:30,15:35,"AED 3,303",2024-02-10
Air France,PAR,CMN,3h 10m,direct,business,18:35,21:45,"AED 3,303",2024-02-10
Iberia,PAR,CMN,5h 40m,1 stop,business,07:25,13:05,"AED 1,610",2024-02-10
Iberia,PAR,CMN,6h 05m,1 stop,business,07:00,13:05,"AED 1,610",2024-02-10
ITA Airways,PAR,CMN,6h 20m,1 stop,business,14:05,20:25,"AED 2,688",2024-02-10
TAP Portugal,PAR,CMN,8h 00m,1 stop,business,08:00,16:00,"AED 1,737",2024-02-10
TAP Portugal,PAR,CMN,9h 20m,1 stop,business,06:40,16:00,"AED 1,737",2024-02-10
ITA Airways,PAR,CMN,8h 40m,1 stop,business,11:45,20:25,"AED 2,695",2024-02-10
Air France,PAR,ROM,2h 05m,direct,business,20:40,22:45,AED 996,2024-02-10
Air Malta,PAR,ROM,14h 05m,1 stop,business,19:10,09:15+1,AED 872,2024-02-10
Air France,PAR,ROM,2h 05m,direct,business,15:35,17:40,AED 996,2024-02-10
ITA Airways,PAR,ROM,2h 00m,direct,business,06:10,08:10,"AED 1,397",2024-02-10
ITA Airways,PAR,ROM,2h 05m,direct,business,14:05,16:10,"AED 1,397",2024-02-10
ITA Airways,PAR,ROM,2h 05m,direct,business,11:45,13:50,"AED 1,397",2024-02-10
Air France,PAR,ROM,2h 05m,direct,business,12:35,14:40,"AED 1,521",2024-02-10
Air France,PAR,ROM,2h 05m,direct,business,09:40,11:45,"AED 2,146",2024-02-10
Lufthansa,PAR,ROM,4h 00m,1 stop,business,08:45,12:45,"AED 2,210",2024-02-10
Lufthansa,PAR,ROM,4h 30m,1 stop,business,18:10,22:40,"AED 2,180",2024-02-10
British Airways,PAR,ROM,5h 40m,1 stop,business,16:20,22:00,"AED 1,900",2024-02-10
KLM,PAR,ROM,4h 40m,1 stop,business,14:30,19:10,"AED 2,945",2024-02-10
Lufthansa,PAR,ROM,6h 05m,1 stop,business,09:05,15:10,"AED 2,180",2024-02-10
Lufthansa,PAR,ROM,6h 05m,1 stop,business,06:40,12:45,"AED 2,210",2024-02-10
Lufthansa,PAR,ROM,6h 15m,1 stop,business,06:10,12:25,"AED 2,180",2024-02-10
Air Europa,PAR,ROM,6h 30m,1 stop,business,10:55,17:25,"AED 2,011",2024-02-10
Air France,PAR,IST,3h 30m,direct,business,11:35,17:05,"AED 2,022",2024-02-10
Air Serbia,PAR,IST,4h 45m,1 stop,business,10:00,16:45,"AED 1,289",2024-02-10
Turkish Airlines,PAR,IST,3h 30m,direct,business,17:15,22:45,"AED 4,724",2024-02-10
Turkish Airlines,PAR,IST,3h 35m,direct,business,11:15,16:50,"AED 4,724",2024-02-10
Lufthansa,PAR,IST,6h 05m,1 stop,business,14:30,22:35,"AED 1,884",2024-02-10
LOT,PAR,IST,8h 25m,1 stop,business,07:05,17:30,"AED 1,385",2024-02-10
Turkish Airlines,PAR,IST,3h 30m,direct,business,18:50,00:20+1,"AED 5,831",2024-02-10
Turkish Airlines,PAR,IST,3h 40m,direct,business,07:05,12:45,"AED 5,831",2024-02-10
Lufthansa,PAR,IST,7h 20m,1 stop,business,08:45,18:05,"AED 1,995",2024-02-10
LOT,PAR,IST,11h 45m,1 stop,business,10:50,00:35+1,"AED 1,388",2024-02-10
Turkish Airlines,PAR,IST,3h 35m,direct,business,13:45,19:20,"AED 7,321",2024-02-10
Lufthansa,PAR,IST,9h 15m,1 stop,business,11:20,22:35,"AED 1,876",2024-02-10
LOT,PAR,IST,15h 30m,1 stop,business,07:05,00:35+1,"AED 1,391",2024-02-10
British Airways,PAR,IST,8h 05m,1 stop,business,14:35,00:40+1,"AED 2,280",2024-02-10
Air Serbia,PAR,IST,6h 25m,1 stop,business,10:00,18:25,"AED 2,607",2024-02-10
Royal Air Maroc,ROM,CMN,3h 15m,direct,business,17:10,20:25,"AED 2,899",2024-02-10
TAP Portugal,ROM,CMN,15h 55m,1 stop,business,19:35,11:30+1,"AED 1,328",2024-02-10
ITA Airways,ROM,CMN,3h 15m,direct,business,17:10,20:25,"AED 3,599",2024-02-10
Iberia,ROM,CMN,5h 55m,1 stop,business,14:40,20:35,"AED 1,520",2024-02-10
Iberia,ROM,CMN,6h 35m,1 stop,business,06:30,13:05,"AED 1,460",2024-02-10
Iberia,ROM,CMN,8h 15m,1 stop,business,06:30,14:45,"AED 1,520",2024-02-10
Iberia,ROM,CMN,8h 40m,1 stop,business,11:55,20:35,"AED 1,520",2024-02-10
Air France,ROM,CMN,8h 45m,1 stop,business,13:00,21:45,"AED 2,350",2024-02-10
TAP Portugal,ROM,CMN,9h 55m,1 stop,business,06:05,16:00,"AED 1,679",2024-02-10
KLM,ROM,CMN,9h 00m,2 stops,business,12:45,21:45,"AED 3,660",2024-02-10
Iberia,ROM,CMN,9h 25m,2 stops,business,11:55,21:20,"AED 3,450",2024-02-10
Egypt Air,ROM,CMN,10h 25m,1 stop,business,13:30,23:55,"AED 3,268",2024-02-10
Iberia,ROM,CMN,14h 05m,1 stop,business,06:30,20:35,"AED 1,880",2024-02-10
Iberia,ROM,CMN,14h 50m,2 stops,business,06:30,21:20,"AED 2,400",2024-02-10
EL AL,ROM,CMN,14h 30m,1 stop,business,21:55,12:25+1,"AED 3,458",2024-02-10
Air France,ROM,PAR,2h 10m,direct,business,15:40,17:50,AED 907,2024-02-10
Air Malta,ROM,PAR,8h 15m,1 stop,business,10:05,18:20,AED 791,2024-02-10
Air France,ROM,PAR,2h 10m,direct,business,13:00,15:10,AED 907,2024-02-10
Air France,ROM,PAR,2h 15m,direct,business,18:35,20:50,AED 907,2024-02-10
Air France,ROM,PAR,2h 15m,direct,business,06:20,08:35,AED 907,2024-02-10
ITA Airways,ROM,PAR,2h 10m,direct,business,08:35,10:45,"AED 1,443",2024-02-10
ITA Airways,ROM,PAR,2h 15m,direct,business,11:00,13:15,"AED 1,443",2024-02-10
ITA Airways,ROM,PAR,2h 10m,direct,business,21:30,23:40,"AED 1,443",2024-02-10
SWISS,ROM,PAR,4h 00m,1 stop,business,14:50,18:50,"AED 1,785",2024-02-10
Lufthansa,ROM,PAR,4h 05m,1 stop,business,13:35,17:40,"AED 1,841",2024-02-10
Lufthansa,ROM,PAR,4h 10m,1 stop,business,13:15,17:25,"AED 1,809",2024-02-10
SWISS,ROM,PAR,4h 15m,1 stop,business,09:40,13:55,"AED 1,785",2024-02-10
Iberia,ROM,PAR,5h 30m,1 stop,business,06:30,12:00,"AED 1,576",2024-02-10
Air Europa,ROM,PAR,5h 50m,1 stop,business,10:30,16:20,"AED 1,498",2024-02-10
British Airways,ROM,PAR,6h 00m,1 stop,business,11:30,17:30,"AED 1,656",2024-02-10
British Airways,ROM,PAR,5h 55m,1 stop,business,07:50,13:45,"AED 1,762",2024-02-10
Air Serbia,ROM,IST,5h 15m,1 stop,business,09:30,16:45,"AED 1,244",2024-02-10
Turkish Airlines,ROM,IST,2h 35m,direct,business,19:30,00:05+1,"AED 3,910",2024-02-10
Turkish Airlines,ROM,IST,2h 35m,direct,business,11:20,15:55,"AED 3,920",2024-02-10
Turkish Airlines,ROM,IST,2h 40m,direct,business,14:45,19:25,"AED 3,910",2024-02-10
Turkish Airlines,ROM,IST,2h 40m,direct,business,06:55,11:35,"AED 3,910",2024-02-10
Lufthansa,ROM,IST,6h 15m,1 stop,business,09:50,18:05,"AED 1,860",2024-02-10
Lufthansa,ROM,IST,7h 00m,1 stop,business,13:35,22:35,"AED 1,860",2024-02-10
Air Serbia,ROM,IST,6h 55m,1 stop,business,09:30,18:25,"AED 2,310",2024-02-10
Aegean Airlines,ROM,IST,5h 20m,1 stop,business,10:35,17:55,"AED 3,419",2024-02-10
British Airways,ROM,IST,7h 50m,1 stop,business,07:50,17:40,"AED 2,320",2024-02-10
Air France,ROM,IST,8h 45m,1 stop,business,06:20,17:05,"AED 1,910",2024-02-10
Lufthansa,ROM,IST,9h 05m,1 stop,business,07:00,18:05,"AED 1,860",2024-02-10
Air Algerie,ROM,IST,9h 10m,1 stop,business,13:30,00:40+1,"AED 2,005",2024-02-10
British Airways,ROM,IST,8h 55m,1 stop,business,13:45,00:40+1,"AED 2,310",2024-02-10
Aegean Airlines,ROM,IST,8h 15m,1 stop,business,10:35,20:50,"AED 2,787",2024-02-10
Turkish Airlines,IST,CMN,4h 50m,direct,business,12:40,15:30,"AED 4,880",2024-02-10
Tunisair,IST,CMN,28h 00m,1 stop,business,23:45,01:45+2,"AED 2,570",2024-02-10
Royal Air Maroc,IST,CMN,5h 00m,direct,business,18:10,21:10,"AED 5,468",2024-02-10
Egypt Air,IST,CMN,10h 45m,1 stop,business,03:50,12:35,"AED 2,729",2024-02-10
Lufthansa,IST,CMN,8h 35m,1 stop,business,06:35,13:10,"AED 3,364",2024-02-10
Royal Air Maroc,IST,CMN,4h 50m,direct,business,12:40,15:30,"AED 7,161",2024-02-10
Turkish Airlines,IST,CMN,5h 00m,direct,business,18:10,21:10,"AED 7,399",2024-02-10
Egypt Air,IST,CMN,11h 55m,1 stop,business,14:00,23:55,"AED 2,934",2024-02-10
Egypt Air,IST,CMN,12h 20m,1 stop,business,01:10,11:30,"AED 3,404",2024-02-10
Egypt Air,IST,CMN,13h 25m,1 stop,business,01:10,12:35,"AED 3,315",2024-02-10
Egypt Air,IST,CMN,19h 45m,1 stop,business,18:50,12:35+1,"AED 2,931",2024-02-10
Egypt Air,IST,CMN,22h 05m,1 stop,business,03:50,23:55,"AED 2,931",2024-02-10
Egypt Air,IST,CMN,24h 35m,1 stop,business,14:00,12:35+1,"AED 2,934",2024-02-10
Egypt Air,IST,CMN,18h 00m,1 stop,business,07:55,23:55,"AED 3,325",2024-02-10
Egypt Air,IST,CMN,31h 05m,1 stop,business,18:50,23:55+1,"AED 2,931",2024-02-10
Air Serbia,IST,PAR,5h 00m,1 stop,business,17:30,20:30,"AED 1,034",2024-02-10
Air Serbia,IST,PAR,5h 45m,1 stop,business,05:30,09:15,"AED 1,030",2024-02-10
Lufthansa,IST,PAR,5h 25m,1 stop,business,19:00,22:25,"AED 1,790",2024-02-10
Turkish Airlines,IST,PAR,3h 40m,direct,business,10:40,12:20,"AED 3,772",2024-02-10
Turkish Airlines,IST,PAR,3h 45m,direct,business,15:40,17:25,"AED 3,772",2024-02-10
Lufthansa,IST,PAR,5h 55m,1 stop,business,06:35,10:30,"AED 2,330",2024-02-10
Turkish Airlines,IST,PAR,3h 45m,direct,business,08:05,09:50,"AED 3,772",2024-02-10
Turkish Airlines,IST,PAR,3h 50m,direct,business,14:30,16:20,"AED 3,771",2024-02-10
British Airways,IST,PAR,7h 50m,1 stop,business,07:55,13:45,"AED 1,540",2024-02-10
British Airways,IST,PAR,8h 25m,1 stop,business,15:55,22:20,"AED 1,380",2024-02-10
TAROM,IST,PAR,5h 50m,1 stop,business,11:40,15:30,"AED 2,973",2024-02-10
Turkish Airlines,IST,PAR,3h 50m,direct,business,20:30,22:20,"AED 4,570",2024-02-10
Air Serbia,IST,PAR,8h 35m,1 stop,business,13:55,20:30,"AED 1,943",2024-02-10
British Airways,IST,PAR,9h 25m,1 stop,business,14:55,22:20,"AED 1,690",2024-02-10
TAROM,IST,PAR,7h 15m,1 stop,business,14:20,19:35,"AED 3,328",2024-02-10
Air Serbia,IST,ROM,4h 45m,1 stop,business,05:30,08:15,AED 853,2024-02-10
Turkish Airlines,IST,ROM,2h 35m,direct,business,17:55,18:30,"AED 4,273",2024-02-10
Turkish Airlines,IST,ROM,2h 40m,direct,business,13:05,13:45,"AED 4,273",2024-02-10
Turkish Airlines,IST,ROM,2h 40m,direct,business,09:15,09:55,"AED 4,273",2024-02-10
British Airways,IST,ROM,8h 05m,1 stop,business,15:55,22:00,"AED 1,920",2024-02-10
Turkish Airlines,IST,ROM,2h 45m,direct,business,21:10,21:55,"AED 4,273",2024-02-10
Lufthansa,IST,ROM,8h 10m,1 stop,business,06:35,12:45,"AED 2,234",2024-02-10
British Airways,IST,ROM,9h 05m,1 stop,business,14:55,22:00,"AED 2,230",2024-02-10
Aegean Airlines,IST,ROM,8h 05m,1 stop,business,11:30,17:35,"AED 3,057",2024-02-10
Air Algerie,IST,ROM,9h 15m,1 stop,business,05:15,12:30,"AED 1,948",2024-02-10
British Airways,IST,ROM,10h 40m,1 stop,business,07:55,16:35,"AED 2,580",2024-02-10
Egypt Air,IST,ROM,10h 40m,1 stop,business,03:50,12:30,"AED 2,037",2024-02-10
British Airways,IST,ROM,12h 10m,1 stop,business,07:55,18:05,"AED 2,380",2024-02-10
Lufthansa,IST,ROM,13h 15m,1 stop,business,06:35,17:50,"AED 2,290",2024-02-10
Air Algerie,IST,ROM,12h 50m,1 stop,business,01:40,12:30,"AED 1,953",2024-02-10
Royal Air Maroc,CMN,PAR,1h 55m,direct,economy,12:20,15:15,AED 513,2024-03-17
Transavia France,CMN,PAR,3h 15m,direct,economy,18:15,22:30,AED 310,2024-03-17
Royal Air Maroc,CMN,PAR,2h 00m,direct,economy,13:25,16:25,AED 513,2024-03-17
Royal Air Maroc,CMN,PAR,1h 55m,direct,economy,18:30,21:25,AED 534,2024-03-17
Royal Air Maroc,CMN,PAR,1h 55m,direct,economy,14:10,17:05,AED 534,2024-03-17
Royal Air Maroc,CMN,PAR,1h 55m,direct,economy,08:10,11:05,AED 551,2024-03-17
Air France,CMN,PAR,2h 15m,direct,economy,19:15,22:30,AED 464,2024-03-17
Air France,CMN,PAR,2h 15m,direct,economy,16:35,19:50,AED 464,2024-03-17
Air France,CMN,PAR,2h 15m,direct,economy,08:10,11:25,AED 464,2024-03-17
TUI Fly Belgium,CMN,PAR,2h 30m,direct,economy,07:00,10:30,AED 557,2024-03-17
TAP Portugal,CMN,PAR,6h 25m,1 stop,economy,12:20,19:45,AED 489,2024-03-17
Royal Air Maroc,CMN,PAR,7h 35m,1 stop,economy,11:00,19:35,AED 449,2024-03-17
TAP Portugal,CMN,PAR,5h 05m,1 stop,economy,16:55,23:00,AED 842,2024-03-17
TAP Portugal,CMN,PAR,8h 20m,1 stop,economy,12:20,21:40,AED 489,2024-03-17
Iberia,CMN,PAR,4h 05m,1 stop,economy,13:35,18:40,AED 940,2024-03-17
Royal Air Maroc,CMN,ROM,2h 10m,direct,economy,13:00,16:10,AED 535,2024-03-17
TAP Portugal,CMN,ROM,10h 35m,1 stop,economy,12:20,23:55,AED 437,2024-03-17
TAP Portugal,CMN,ROM,6h 00m,1 stop,economy,16:55,23:55,AED 439,2024-03-17
ITA Airways,CMN,ROM,2h 10m,direct,economy,13:00,16:10,AED 938,2024-03-17
Air France,CMN,ROM,5h 30m,1 stop,economy,08:10,14:40,AED 500,2024-03-17
Air France,CMN,ROM,8h 30m,1 stop,economy,08:10,17:40,AED 500,2024-03-17
TAP Portugal,CMN,ROM,5h 25m,1 stop,economy,12:20,18:45,AED 577,2024-03-17
Air France,CMN,ROM,10h 35m,1 stop,economy,08:10,19:45,AED 500,2024-03-17
Air Arabia Maroc,CMN,ROM,11h 00m,1 stop,economy,11:25,23:25,AED 512,2024-03-17
Air France,CMN,ROM,13h 35m,1 stop,economy,08:10,22:45,AED 500,2024-03-17
TUI Fly Belgium,CMN,ROM,6h 55m,1 stop,economy,07:00,14:55,AED 836,2024-03-17
Iberia,CMN,ROM,7h 00m,1 stop,economy,16:05,00:05+1,AED 773,2024-03-17
Pegasus Airlines,CMN,ROM,9h 15m,1 stop,economy,01:10,11:25,AED 943,2024-03-17
Tunisair,CMN,ROM,5h 40m,1 stop,economy,02:35,09:15,AED 944,2024-03-17
Royal Air Maroc,CMN,ROM,5h 00m,1 stop,economy,14:40,20:40,"AED 1,184",2024-03-17
Air Arabia Maroc,CMN,IST,4h 40m,direct,economy,15:50,23:30,AED 779,2024-03-17
KLM,CMN,IST,53h 45m,2 stops,economy,08:10,16:55+2,AED 677,2024-03-17
Royal Air Maroc,CMN,IST,3h 30m,direct,economy,10:10,16:40,AED 940,2024-03-17
Pegasus Airlines,CMN,IST,3h 50m,direct,economy,01:10,08:00,"AED 1,157",2024-03-17
Turkish Airlines,CMN,IST,3h 35m,direct,economy,17:10,23:45,"AED 1,251",2024-03-17
Transavia France,CMN,IST,14h 45m,1 stop,economy,18:15,12:00+1,AED 696,2024-03-17
Royal Air Maroc,CMN,IST,3h 35m,direct,economy,17:10,23:45,"AED 2,104",2024-03-17
Tunisair,CMN,IST,5h 45m,1 stop,economy,02:35,11:20,"AED 1,033",2024-03-17
Turkish Airlines,CMN,IST,3h 30m,direct,economy,10:10,16:40,"AED 2,174",2024-03-17
Air France,CMN,IST,18h 55m,1 stop,economy,19:15,17:10+1,AED 823,2024-03-17
Air France,CMN,IST,21h 35m,1 stop,economy,16:35,17:10+1,AED 823,2024-03-17
KLM,CMN,IST,18h 40m,2 stops,economy,19:15,16:55+1,AED 909,2024-03-17
KLM,CMN,IST,21h 20m,2 stops,economy,16:35,16:55+1,AED 980,2024-03-17
Egypt Air,CMN,IST,10h 55m,1 stop,economy,23:05,13:00+1,"AED 1,950",2024-03-17
Emirates,CMN,IST,20h 20m,1 stop,economy,15:05,14:25+1,"AED 1,917",2024-03-17
Egypt Air,CMN,IST,10h 15m,1 stop,economy,13:35,02:50+1,"AED 2,376",2024-03-17
Transavia France,PAR,CMN,3h 15m,direct,economy,15:15,17:30,AED 293,2024-03-17
Air France,PAR,CMN,4h 05m,direct,economy,15:10,18:15,AED 458,2024-03-17
Air France,PAR,CMN,4h 05m,direct,economy,12:30,15:35,AED 458,2024-03-17
Air France,PAR,CMN,4h 10m,direct,economy,18:35,21:45,AED 458,2024-03-17
Royal Air Maroc,PAR,CMN,4h 05m,direct,economy,16:30,19:35,AED 534,2024-03-17
Royal Air Maroc,PAR,CMN,4h 05m,direct,economy,08:20,11:25,AED 514,2024-03-17
Royal Air Maroc,PAR,CMN,4h 05m,direct,economy,12:10,15:15,AED 526,2024-03-17
Royal Air Maroc,PAR,CMN,4h 10m,direct,economy,17:35,20:45,AED 525,2024-03-17
Royal Air Maroc,PAR,CMN,4h 05m,direct,economy,18:20,21:25,AED 554,2024-03-17
TUI Fly Belgium,PAR,CMN,4h 30m,direct,economy,19:05,22:35,AED 397,2024-03-17
Iberia,PAR,CMN,7h 05m,1 stop,economy,07:00,13:05,AED 519,2024-03-17
Iberia,PAR,CMN,6h 40m,1 stop,economy,07:25,13:05,AED 664,2024-03-17
Iberia,PAR,CMN,6h 35m,1 stop,economy,12:45,18:20,AED 713,2024-03-17
Iberia,PAR,CMN,6h 40m,1 stop,economy,12:40,18:20,AED 708,2024-03-17
Air France,PAR,CMN,5h 45m,1 stop,economy,08:30,13:15,AED 867,2024-03-17
Vueling,PAR,ROM,2h 00m,direct,economy,13:15,15:15,AED 212,2024-03-17
easyJet,PAR,ROM,2h 00m,direct,economy,12:55,14:55,AED 173,2024-03-17
Transavia France,PAR,ROM,2h 05m,direct,economy,07:25,09:30,AED 204,2024-03-17
Wizz Air Malta,PAR,ROM,2h 05m,direct,economy,09:00,11:05,AED 232,2024-03-17
ITA Airways,PAR,ROM,2h 00m,direct,economy,06:10,08:10,AED 290,2024-03-17
Vueling,PAR,ROM,2h 00m,direct,economy,09:40,11:40,AED 251,2024-03-17
Wizz Air Malta,PAR,ROM,2h 05m,direct,economy,16:05,18:10,AED 278,2024-03-17
Air France,PAR,ROM,2h 05m,direct,economy,15:35,17:40,AED 338,2024-03-17
Air France,PAR,ROM,2h 05m,direct,economy,09:40,11:45,AED 338,2024-03-17
Air France,PAR,ROM,2h 05m,direct,economy,07:00,09:05,AED 338,2024-03-17
Transavia France,PAR,ROM,2h 05m,direct,economy,16:30,18:35,AED 317,2024-03-17
ITA Airways,PAR,ROM,2h 05m,direct,economy,14:05,16:10,AED 369,2024-03-17
ITA Airways,PAR,ROM,2h 05m,direct,economy,11:45,13:50,AED 369,2024-03-17
Vueling,PAR,ROM,1h 55m,direct,economy,16:40,18:35,AED 381,2024-03-17
Vueling,PAR,ROM,1h 55m,direct,economy,15:05,17:00,AED 404,2024-03-17
Pegasus Airlines,PAR,IST,3h 35m,direct,economy,11:40,17:15,AED 273,2024-03-17
Pegasus Airlines,PAR,IST,3h 35m,direct,economy,16:00,21:35,AED 315,2024-03-17
Transavia France,PAR,IST,3h 35m,direct,economy,07:00,12:35,AED 322,2024-03-17
Air France,PAR,IST,3h 30m,direct,economy,11:35,17:05,AED 492,2024-03-17
Turkish Airlines,PAR,IST,3h 30m,direct,economy,18:50,00:20+1,AED 524,2024-03-17
Turkish Airlines,PAR,IST,3h 35m,direct,economy,15:25,21:00,AED 524,2024-03-17
AnadoluJet,PAR,IST,3h 30m,direct,economy,14:15,19:45,AED 538,2024-03-17
Turkish Airlines,PAR,IST,3h 35m,direct,economy,13:45,19:20,AED 524,2024-03-17
Turkish Airlines,PAR,IST,3h 35m,direct,economy,11:15,16:50,AED 524,2024-03-17
Turkish Airlines,PAR,IST,3h 40m,direct,economy,07:05,12:45,AED 524,2024-03-17
Turkish Airlines,PAR,IST,3h 30m,direct,economy,17:15,22:45,AED 614,2024-03-17
AnadoluJet,PAR,IST,3h 30m,direct,economy,17:15,22:45,AED 830,2024-03-17
Air Serbia,PAR,IST,5h 55m,1 stop,economy,20:25,04:20+1,AED 465,2024-03-17
KLM,PAR,IST,5h 50m,1 stop,economy,09:05,16:55,AED 498,2024-03-17
Air Serbia,PAR,IST,6h 25m,1 stop,economy,10:00,18:25,AED 622,2024-03-17
Royal Air Maroc,ROM,CMN,4h 15m,direct,economy,17:10,20:25,AED 582,2024-03-17
ITA Airways,ROM,CMN,4h 15m,direct,economy,17:10,20:25,"AED 1,052",2024-03-17
Air Europa,ROM,CMN,8h 50m,1 stop,economy,10:30,18:20,AED 602,2024-03-17
Iberia,ROM,CMN,7h 35m,1 stop,economy,06:30,13:05,AED 700,2024-03-17
CitizenPlane,ROM,CMN,7h 30m,1 stop,economy,08:25,14:55,AED 681,2024-03-17
easyJet,ROM,CMN,8h 40m,1 stop,economy,09:50,17:30,AED 622,2024-03-17
Air France,ROM,CMN,9h 45m,1 stop,economy,13:00,21:45,AED 690,2024-03-17
Transavia France,ROM,CMN,8h 15m,1 stop,economy,10:15,17:30,AED 744,2024-03-17
Iberia,ROM,CMN,7h 25m,1 stop,economy,11:55,18:20,AED 880,2024-03-17
Iberia,ROM,CMN,6h 55m,1 stop,economy,14:40,20:35,AED 970,2024-03-17
Iberia,ROM,CMN,12h 50m,1 stop,economy,06:30,18:20,AED 700,2024-03-17
Transavia,ROM,CMN,8h 15m,1 stop,economy,10:15,17:30,AED 733,2024-03-17
ITA Airways,ROM,CMN,6h 55m,1 stop,economy,09:00,14:55,"AED 1,042",2024-03-17
Turkish Airlines,ROM,CMN,9h 35m,1 stop,economy,06:55,15:30,"AED 1,080",2024-03-17
Lufthansa,ROM,CMN,7h 55m,1 stop,economy,18:40,01:35+1,"AED 1,220",2024-03-17
Wizz Air Malta,ROM,PAR,2h 15m,direct,economy,06:10,08:25,AED 207,2024-03-17
easyJet,ROM,PAR,2h 10m,direct,economy,15:30,17:40,AED 164,2024-03-17
Vueling,ROM,PAR,2h 10m,direct,economy,12:15,14:25,AED 248,2024-03-17
Vueling,ROM,PAR,2h 10m,direct,economy,18:50,21:00,AED 283,2024-03-17
Vueling,ROM,PAR,2h 10m,direct,economy,16:00,18:10,AED 283,2024-03-17
Vueling,ROM,PAR,2h 15m,direct,economy,06:40,08:55,AED 283,2024-03-17
Wizz Air Malta,ROM,PAR,2h 15m,direct,economy,13:10,15:25,AED 306,2024-03-17
ITA Airways,ROM,PAR,2h 15m,direct,economy,11:00,13:15,AED 341,2024-03-17
Vueling,ROM,PAR,2h 10m,direct,economy,19:25,21:35,AED 345,2024-03-17
ITA Airways,ROM,PAR,2h 10m,direct,economy,15:05,17:15,AED 377,2024-03-17
easyJet,ROM,PAR,2h 10m,direct,economy,09:50,12:00,AED 227,2024-03-17
Transavia France,ROM,PAR,2h 15m,direct,economy,19:20,21:35,AED 351,2024-03-17
