Airline,Duration,stops,class,depature time,arrival time,Price,Season,Source_CMN,Source_IST,Source_PAR,Source_ROM,Destination_CMN,Destination_IST,Destination_PAR,Destination_ROM
21,470.0,1,1,0,5,2432.43,3,1,0,0,0,0,0,0,1
22,445.0,1,0,0,5,4870.32,0,0,0,0,1,0,0,1,0
19,230.0,1,1,0,2,1853.67,0,0,0,1,0,0,0,0,1
19,250.0,1,0,0,2,8353.8,0,0,0,0,1,0,0,1,0
21,350.0,0,1,2,5,3265.08,1,0,1,0,0,1,0,0,0
12,545.0,1,0,0,3,13854.75,0,0,0,0,1,0,1,0,0
19,570.0,2,0,0,3,6879.6,1,0,0,0,1,1,0,0,0
27,195.0,0,1,2,5,846.3,1,1,0,0,0,0,0,1,0
19,260.0,1,1,0,2,1801.8,0,0,0,0,1,0,0,1,0
29,215.0,0,1,4,0,1572.48,1,0,0,1,0,0,1,0,0
23,370.0,1,1,0,5,2252.25,3,1,0,0,0,0,0,1,0
29,220.0,0,1,1,4,2320.5,0,0,1,0,0,0,0,1,0
19,390.0,1,0,2,5,6197.1,0,0,1,0,0,0,0,0,1
21,190.0,0,1,0,0,1831.83,3,1,0,0,0,0,0,0,1
9,485.0,1,1,0,5,1556.1,0,0,1,0,0,0,0,0,1
6,415.0,1,0,4,2,6306.3,3,0,0,0,1,0,1,0,0
16,320.0,1,0,2,3,4152.33,1,1,0,0,0,0,0,0,1
15,275.0,1,0,4,0,4894.89,1,0,0,1,0,0,0,0,1
19,570.0,2,0,0,3,7780.5,2,0,0,0,1,1,0,0,0
23,365.0,1,0,2,3,2694.51,1,1,0,0,0,0,0,0,1
27,230.0,0,1,0,2,3134.04,0,0,1,0,0,0,0,1,0
0,320.0,1,0,4,2,8490.3,3,0,0,0,1,0,1,0,0
16,360.0,1,1,0,2,1752.66,0,1,0,0,0,0,0,0,1
4,185.0,0,0,4,0,8790.6,0,1,0,0,0,0,0,1,0
25,210.0,0,1,2,5,2194.92,3,0,0,1,0,1,0,0,0
29,210.0,0,0,2,5,10540.53,3,0,0,1,0,0,1,0,0
27,225.0,0,1,2,5,1225.77,1,0,0,1,0,0,1,0,0
29,225.0,0,1,0,2,1116.57,3,0,1,0,0,0,0,1,0
23,435.0,1,1,4,2,2648.1,3,1,0,0,0,0,0,0,1
16,290.0,1,0,0,2,3832.92,1,1,0,0,0,0,0,1,0
12,485.0,1,0,0,5,12052.95,0,0,1,0,0,0,0,1,0
16,395.0,1,0,0,5,3808.35,0,1,0,0,0,0,0,1,0
21,290.0,0,1,4,0,2964.78,3,1,0,0,0,0,1,0,0
28,405.0,1,0,3,4,6388.2,3,1,0,0,0,0,0,0,1
29,545.0,1,1,4,0,2948.4,2,0,0,0,1,1,0,0,0
19,415.0,1,0,0,5,6524.7,2,0,0,0,1,0,1,0,0
10,510.0,1,0,4,2,4368.0,0,0,0,1,0,0,0,0,1
7,215.0,0,1,4,4,2107.56,0,0,1,0,0,0,0,1,0
9,560.0,1,0,4,0,6115.2,1,0,1,0,0,0,0,0,1
9,515.0,1,0,4,0,7234.5,0,0,1,0,0,0,0,0,1
29,210.0,0,0,0,2,8506.68,2,0,0,1,0,0,1,0,0
4,380.0,1,1,0,5,5651.1,2,1,0,0,0,0,0,0,1
27,230.0,0,1,4,4,889.98,2,0,1,0,0,0,0,1,0
4,190.0,0,0,2,5,9017.19,3,0,0,1,0,1,0,0,0
20,480.0,1,1,1,0,1487.85,3,0,1,0,0,0,0,1,0
16,485.0,1,1,4,2,1556.1,3,0,0,1,0,1,0,0,0
20,310.0,0,1,2,5,1381.38,0,0,1,0,0,1,0,0,0
0,470.0,1,1,4,2,2538.9,2,0,1,0,0,0,0,0,1
4,390.0,1,0,4,0,9604.14,3,1,0,0,0,0,0,0,1
4,380.0,1,0,0,5,9604.14,1,1,0,0,0,0,0,0,1
18,520.0,1,0,4,0,3671.85,2,0,0,1,0,0,1,0,0
0,390.0,1,0,0,5,8528.52,1,0,0,0,1,0,1,0,0
19,255.0,1,1,2,5,2481.57,2,0,0,0,1,0,0,1,0
17,405.0,1,0,2,5,7753.2,0,0,1,0,0,0,0,0,1
4,185.0,0,1,4,4,4313.4,2,1,0,0,0,0,0,1,0
4,565.0,1,0,1,0,7343.7,0,0,0,0,1,1,0,0,0
16,480.0,1,1,4,2,2238.6,3,1,0,0,0,0,0,0,1
4,195.0,0,1,4,4,3445.26,3,1,0,0,0,0,0,1,0
21,455.0,1,1,4,2,1225.77,1,1,0,0,0,0,0,1,0
7,195.0,0,1,0,0,1452.36,2,0,0,1,0,0,1,0,0
19,570.0,2,1,0,3,2156.7,2,0,0,0,1,1,0,0,0
19,570.0,2,0,0,3,7780.5,0,0,0,0,1,1,0,0,0
30,380.0,1,1,0,5,3740.1,1,0,0,0,1,1,0,0,0
23,385.0,1,0,0,2,2694.51,3,1,0,0,0,0,0,0,1
20,215.0,0,1,0,5,859.95,1,0,0,1,0,0,1,0,0
6,295.0,1,1,0,5,1659.84,1,0,0,0,1,0,1,0,0
29,350.0,0,0,2,5,20199.27,1,0,1,0,0,1,0,0,0
31,300.0,1,1,4,0,1444.17,0,0,0,1,0,0,0,0,1
31,370.0,1,1,0,5,914.55,0,0,0,1,0,0,0,0,1
21,190.0,0,1,2,5,1638.0,0,0,0,1,0,1,0,0,0
18,370.0,1,0,2,5,7343.7,2,0,1,0,0,0,0,1,0
4,185.0,0,0,4,4,8790.6,0,1,0,0,0,0,0,1,0
23,550.0,1,1,4,5,1094.73,1,1,0,0,0,0,0,1,0
4,350.0,1,0,4,0,8370.18,3,0,0,1,0,0,1,0,0
20,240.0,0,1,4,4,2271.36,3,0,1,0,0,0,0,1,0
21,185.0,0,0,2,5,7409.22,2,0,0,1,0,1,0,0,0
21,200.0,0,0,2,5,7856.94,1,0,0,0,1,1,0,0,0
22,250.0,1,0,4,0,4436.25,3,0,0,1,0,0,0,0,1
9,390.0,1,0,2,5,4313.4,1,0,1,0,0,0,0,1,0
21,190.0,0,0,0,0,7051.59,3,1,0,0,0,0,0,0,1
22,325.0,2,0,4,0,14291.55,0,0,0,1,0,0,0,0,1
17,335.0,1,1,4,0,1831.83,0,0,0,1,0,0,1,0,0
23,545.0,1,0,4,0,3589.95,1,0,0,1,0,1,0,0,0
16,385.0,1,0,4,2,3985.8,3,0,0,0,1,1,0,0,0
16,480.0,1,0,4,2,4365.27,3,1,0,0,0,0,0,0,1
6,295.0,1,1,4,0,1708.98,2,0,0,1,0,0,1,0,0
12,460.0,1,0,1,0,16587.48,2,0,1,0,0,1,0,0,0
21,190.0,0,1,0,0,1471.47,3,1,0,0,0,0,0,0,1
29,225.0,0,1,0,0,1905.54,2,0,0,1,0,0,1,0,0
6,325.0,1,0,4,0,3387.93,2,0,0,0,1,0,1,0,0
21,185.0,0,1,4,4,3024.84,3,0,0,1,0,1,0,0,0
6,560.0,1,0,4,5,3546.27,2,0,0,1,0,0,1,0,0
23,445.0,1,0,0,2,2877.42,3,1,0,0,0,0,0,1,0
1,470.0,1,0,0,3,7081.62,2,0,0,1,0,0,1,0,0
6,290.0,1,0,4,0,3535.35,2,0,0,1,0,0,1,0,0
16,480.0,1,1,4,2,3576.3,3,1,0,0,0,0,0,0,1
20,310.0,0,1,2,5,2858.31,2,0,1,0,0,1,0,0,0
29,285.0,0,1,2,5,4040.4,2,1,0,0,0,0,1,0,0
29,225.0,0,1,2,5,2143.05,1,0,1,0,0,0,0,1,0
27,225.0,0,1,2,5,971.88,0,0,0,1,0,0,1,0,0
4,570.0,1,0,0,5,8981.7,1,0,0,0,1,1,0,0,0
21,285.0,0,1,2,5,5692.05,2,1,0,0,0,0,1,0,0
29,225.0,0,0,4,4,10297.56,3,0,1,0,0,0,0,1,0
4,190.0,0,0,2,5,8959.86,2,0,0,1,0,1,0,0,0
4,465.0,1,0,4,0,9609.6,0,1,0,0,0,0,0,0,1
21,305.0,0,0,4,0,15397.2,2,0,1,0,0,1,0,0,0
29,225.0,0,0,0,0,10677.03,0,0,1,0,0,0,0,1,0
15,275.0,1,0,4,0,4919.46,2,0,0,1,0,0,0,0,1
21,245.0,0,0,0,0,7818.72,1,0,0,1,0,1,0,0,0
9,395.0,1,0,4,0,5446.35,1,0,0,1,0,0,1,0,0
15,215.0,1,0,0,2,4654.65,1,0,0,0,1,0,0,1,0
16,555.0,1,0,1,0,4135.95,1,0,0,0,1,1,0,0,0
29,275.0,0,0,0,5,10622.43,0,1,0,0,0,0,1,0,0
29,290.0,0,1,0,0,3300.57,3,0,1,0,0,1,0,0,0
23,435.0,1,0,0,3,2697.24,3,1,0,0,0,0,0,0,1
23,560.0,1,0,1,0,3570.84,0,0,0,1,0,1,0,0,0
29,210.0,0,1,4,0,5935.02,1,1,0,0,0,0,1,0,0
27,230.0,0,1,2,5,889.98,2,0,1,0,0,0,0,1,0
15,275.0,1,0,4,0,4903.08,1,0,0,1,0,0,0,0,1
1,480.0,1,0,0,3,7081.62,0,0,0,1,0,0,1,0,0
23,480.0,1,1,4,0,3344.25,3,0,0,1,0,1,0,0,0
16,510.0,1,0,0,5,3835.65,1,1,0,0,0,0,0,1,0
21,265.0,0,0,4,0,8361.99,1,1,0,0,0,0,1,0,0
24,435.0,1,0,0,2,9085.44,3,0,1,0,0,0,0,1,0
7,195.0,0,1,0,0,1597.05,1,0,0,1,0,0,1,0,0
23,365.0,1,0,2,3,2708.16,2,1,0,0,0,0,0,0,1
29,215.0,0,1,2,5,3237.78,2,0,0,1,0,0,1,0,0
4,545.0,1,0,1,0,5214.3,1,0,0,0,1,0,1,0,0
21,285.0,0,0,4,0,8361.99,3,1,0,0,0,0,1,0,0
15,220.0,1,1,2,5,1193.01,1,0,0,0,1,0,0,1,0
1,540.0,1,0,0,3,6314.49,0,0,0,0,1,0,1,0,0
21,185.0,0,1,2,5,1629.81,2,0,0,1,0,1,0,0,0
29,225.0,0,0,0,0,10289.37,2,0,1,0,0,0,0,1,0
16,410.0,1,0,1,0,3985.8,2,0,0,0,1,1,0,0,0
19,415.0,1,0,0,5,6524.7,1,0,0,0,1,0,1,0,0
15,220.0,1,0,0,2,4635.54,1,0,0,0,1,0,0,1,0
6,300.0,1,0,0,2,2811.9,3,0,1,0,0,0,0,1,0
2,280.0,0,1,0,5,2126.67,1,1,0,0,0,0,1,0,0
12,550.0,1,0,0,3,9511.32,3,1,0,0,0,0,1,0,0
21,300.0,0,1,0,0,5743.92,2,0,1,0,0,1,0,0,0
29,210.0,0,1,0,2,2276.82,0,0,0,1,0,0,1,0,0
19,570.0,2,1,0,3,2511.6,2,0,0,0,1,1,0,0,0
12,400.0,1,0,1,0,7027.02,1,0,1,0,0,0,0,0,1
23,435.0,1,0,0,3,5686.59,3,1,0,0,0,0,0,0,1
12,430.0,1,0,1,0,7769.58,2,0,1,0,0,0,0,0,1
16,480.0,1,0,0,3,4340.7,3,1,0,0,0,0,0,0,1
16,340.0,1,0,0,2,4395.3,3,0,0,1,0,1,0,0,0
16,340.0,1,0,4,0,6426.42,3,0,0,1,0,1,0,0,0
4,185.0,0,1,0,2,1785.42,2,0,0,1,0,1,0,0,0
19,500.0,1,0,0,5,4602.78,3,1,0,0,0,0,0,0,1
4,220.0,0,1,1,4,2429.7,2,0,1,0,0,0,0,1,0
4,185.0,0,1,4,4,2628.99,0,1,0,0,0,0,0,1,0
21,185.0,0,0,4,4,6996.99,3,0,0,1,0,1,0,0,0
6,355.0,1,1,5,3,1870.05,2,0,0,1,0,0,1,0,0
21,190.0,0,1,0,0,2162.16,1,0,0,1,0,1,0,0,0
12,450.0,1,0,2,3,9664.2,2,0,0,0,1,0,1,0,0
19,300.0,1,1,4,0,1635.27,2,0,0,1,0,0,0,0,1
19,555.0,2,0,1,2,6333.6,0,0,0,1,0,0,1,0,0
20,230.0,0,1,3,4,3158.61,1,1,0,0,0,0,1,0,0
4,220.0,0,0,1,4,8927.1,2,0,1,0,0,0,0,1,0
29,290.0,0,0,4,0,13595.4,0,0,1,0,0,1,0,0,0
20,230.0,0,1,0,0,1354.08,0,0,1,0,0,0,0,1,0
0,525.0,1,1,2,1,2983.89,3,0,0,0,1,0,1,0,0
16,400.0,1,1,4,0,1812.72,1,0,0,1,0,1,0,0,0
19,515.0,1,0,1,0,9183.72,3,0,1,0,0,1,0,0,0
16,480.0,1,1,0,3,3914.82,3,1,0,0,0,0,0,0,1
27,225.0,0,1,2,5,963.69,2,0,0,1,0,0,1,0,0
4,185.0,0,0,4,0,8790.6,1,1,0,0,0,0,0,1,0
23,360.0,1,1,4,0,3619.98,1,0,0,0,1,1,0,0,0
19,350.0,1,0,0,5,4594.59,2,0,0,1,0,0,1,0,0
0,270.0,1,0,4,0,8471.19,2,0,0,0,1,0,1,0,0
16,365.0,1,1,4,0,1474.2,3,0,0,1,0,1,0,0,0
11,455.0,1,1,4,0,1405.95,3,0,0,0,1,1,0,0,0
29,220.0,0,0,4,0,10297.56,3,0,1,0,0,0,0,1,0
31,405.0,1,1,4,2,1665.3,3,0,0,1,0,0,1,0,0
18,370.0,1,0,2,5,7100.73,0,0,1,0,0,0,0,1,0
31,295.0,1,1,1,4,1345.89,0,0,0,1,0,0,0,0,1
12,485.0,1,0,0,5,16003.26,2,0,1,0,0,0,0,1,0
6,285.0,1,1,1,4,1143.87,3,0,1,0,0,0,0,0,1
4,185.0,0,0,4,4,8790.6,0,1,0,0,0,0,0,1,0
16,415.0,1,0,0,5,4135.95,1,0,0,0,1,1,0,0,0
15,215.0,1,0,0,2,4635.54,1,0,0,0,1,0,0,1,0
16,290.0,1,0,0,2,3832.92,1,1,0,0,0,0,0,1,0
19,400.0,1,1,2,3,2457.0,2,0,0,0,1,1,0,0,0
27,230.0,0,1,4,4,3445.26,2,0,1,0,0,0,0,1,0
19,255.0,1,1,0,2,1883.7,0,0,0,0,1,0,0,1,0
19,460.0,2,0,4,2,7507.5,0,0,0,0,1,0,1,0,0
23,435.0,1,0,0,3,2874.69,0,1,0,0,0,0,0,0,1
23,360.0,1,1,4,0,3013.92,1,0,0,0,1,1,0,0,0
29,275.0,0,0,2,5,10622.43,3,1,0,0,0,0,1,0,0
19,320.0,1,1,1,0,1550.64,2,0,0,1,0,0,0,0,1
21,185.0,0,1,4,4,2380.56,3,0,0,1,0,1,0,0,0
16,410.0,1,1,1,0,2811.9,1,0,0,0,1,1,0,0,0
27,235.0,0,1,5,5,952.77,3,0,1,0,0,0,0,1,0
28,570.0,1,1,3,0,5924.1,0,1,0,0,0,0,0,0,1
21,290.0,0,0,0,0,19549.53,3,0,1,0,0,1,0,0,0
4,545.0,1,1,4,2,2246.79,1,1,0,0,0,0,0,0,1
21,290.0,0,0,2,5,14927.64,1,0,1,0,0,1,0,0,0
21,190.0,0,1,2,5,1692.6,3,0,0,1,0,1,0,0,0
12,460.0,1,0,1,0,14780.22,0,0,1,0,0,1,0,0,0
4,220.0,0,1,1,4,1883.7,0,0,1,0,0,0,0,1,0
4,380.0,1,0,0,5,5787.6,1,1,0,0,0,0,0,0,1
15,385.0,1,1,4,2,2189.46,1,0,0,1,0,0,1,0,0
17,350.0,1,0,4,0,10622.43,3,0,0,1,0,0,1,0,0
4,345.0,1,1,4,0,2020.2,3,0,0,1,0,1,0,0,0
6,300.0,1,1,0,2,1692.6,3,0,1,0,0,0,0,1,0
7,235.0,0,1,4,0,2290.47,3,0,1,0,0,0,0,1,0
29,220.0,0,0,4,0,10286.64,1,0,1,0,0,0,0,1,0
19,505.0,1,0,2,3,6423.69,1,0,1,0,0,1,0,0,0
29,220.0,0,0,0,2,10677.03,0,0,1,0,0,0,0,1,0
21,190.0,0,1,2,5,1826.37,1,0,0,1,0,1,0,0,0
9,510.0,2,1,4,2,3194.1,0,0,0,1,0,1,0,0,0
4,185.0,0,0,4,4,8790.6,2,1,0,0,0,0,0,1,0
4,195.0,0,1,2,5,3551.73,0,1,0,0,0,0,0,1,0
0,420.0,1,1,0,5,2102.1,0,0,1,0,0,0,0,1,0
17,350.0,1,0,2,5,8162.7,0,0,1,0,0,0,0,1,0
27,230.0,0,1,4,4,1168.44,1,0,1,0,0,0,0,1,0
19,365.0,1,0,4,2,8408.4,1,0,0,0,1,0,1,0,0
29,225.0,0,0,0,0,10286.64,1,0,1,0,0,0,0,1,0
21,190.0,0,0,0,0,6920.55,3,0,0,1,0,1,0,0,0
12,550.0,1,0,0,3,9557.73,3,1,0,0,0,0,1,0,0
15,385.0,1,1,4,0,3038.49,3,0,0,0,1,1,0,0,0
23,570.0,1,1,4,0,1255.8,2,0,0,1,0,1,0,0,0
27,225.0,0,1,4,0,2940.21,2,0,0,1,0,0,1,0,0
28,570.0,1,1,3,0,2642.64,2,1,0,0,0,0,0,0,1
4,375.0,1,1,4,2,3194.1,2,1,0,0,0,0,0,0,1
29,220.0,0,0,4,0,8615.88,1,0,0,1,0,0,1,0,0
4,465.0,1,1,4,0,4870.32,0,1,0,0,0,0,0,0,1
19,500.0,2,0,0,5,6715.8,0,1,0,0,0,0,0,0,1
21,185.0,0,1,2,2,1665.3,0,0,0,1,0,1,0,0,0
19,475.0,1,0,2,3,6115.2,1,0,0,0,1,1,0,0,0
23,385.0,1,0,0,2,2880.15,1,1,0,0,0,0,0,1,0
21,495.0,1,1,0,5,5492.76,2,1,0,0,0,0,1,0,0
4,190.0,0,1,2,5,2301.39,1,0,0,1,0,1,0,0,0
23,470.0,1,1,4,5,971.88,0,1,0,0,0,0,0,1,0
11,405.0,1,1,5,1,909.09,3,0,0,0,1,0,1,0,0
29,350.0,0,1,0,0,3267.81,1,0,1,0,0,1,0,0,0
29,285.0,0,0,2,5,11209.38,1,1,0,0,0,0,1,0,0
29,225.0,0,1,0,2,1130.22,1,0,1,0,0,0,0,1,0
18,345.0,1,1,0,2,2186.73,2,0,1,0,0,0,0,0,1
16,355.0,1,0,0,5,5132.4,3,0,0,0,1,1,0,0,0
7,220.0,0,1,4,4,4755.66,2,0,1,0,0,0,0,1,0
19,365.0,1,0,4,2,6470.1,0,0,0,0,1,0,1,0,0
0,385.0,1,1,0,5,2730.0,2,0,1,0,0,0,0,0,1
21,300.0,0,0,0,0,20103.72,2,0,1,0,0,1,0,0,0
4,185.0,0,0,4,0,8790.6,1,1,0,0,0,0,0,1,0
28,445.0,1,1,3,4,2861.04,1,1,0,0,0,0,1,0,0
9,470.0,1,0,0,5,3467.1,0,0,1,0,0,0,0,1,0
6,330.0,1,0,4,0,3396.12,2,0,0,0,1,0,1,0,0
19,425.0,1,1,3,4,4504.5,0,1,0,0,0,0,0,0,1
21,185.0,0,0,4,4,6879.6,2,0,0,1,0,1,0,0,0
29,220.0,0,1,4,0,3153.15,3,0,0,1,0,0,1,0,0
29,230.0,0,0,0,0,10286.64,1,0,1,0,0,0,0,1,0
23,300.0,1,0,2,5,2951.13,1,1,0,0,0,0,0,1,0
21,265.0,0,0,4,0,8361.99,1,1,0,0,0,0,1,0,0
19,505.0,1,1,2,3,5495.49,0,0,1,0,0,1,0,0,0
27,225.0,0,1,0,2,1307.67,3,0,0,1,0,0,1,0,0
29,285.0,0,0,4,0,16909.62,3,1,0,0,0,0,1,0,0
15,190.0,0,0,0,0,10073.7,3,1,0,0,0,0,0,0,1
16,320.0,1,0,0,2,4586.4,2,0,0,1,0,0,0,0,1
29,220.0,0,1,4,0,1291.29,2,0,1,0,0,0,0,1,0
2,280.0,0,1,0,5,1976.52,2,1,0,0,0,0,1,0,0
21,185.0,0,0,0,0,10335.78,3,0,0,1,0,1,0,0,0
29,545.0,1,0,4,0,11662.56,1,0,0,0,1,1,0,0,0
9,355.0,1,0,4,0,4810.26,3,0,0,0,1,0,0,1,0
22,565.0,1,0,4,2,4537.26,0,0,0,1,0,0,0,0,1
9,485.0,1,0,0,5,4313.4,0,0,1,0,0,0,0,0,1
4,250.0,0,1,2,5,1250.34,1,0,0,1,0,1,0,0,0
4,525.0,1,1,1,2,1774.5,0,0,0,0,1,0,1,0,0
16,460.0,1,0,0,5,4013.1,3,1,0,0,0,0,0,1,0
29,220.0,0,1,1,4,2921.1,0,0,1,0,0,0,0,1,0
23,300.0,1,0,2,5,2959.32,0,1,0,0,0,0,0,1,0
29,225.0,0,0,4,4,10537.8,0,0,1,0,0,0,0,1,0
23,315.0,1,0,4,0,3794.7,0,0,0,1,0,1,0,0,0
16,305.0,1,0,0,2,5779.41,3,1,0,0,0,0,0,1,0
29,220.0,0,1,0,2,1501.5,0,0,1,0,0,0,0,1,0
29,300.0,0,0,0,0,13322.4,1,0,1,0,0,1,0,0,0
19,400.0,1,0,2,3,6060.6,0,0,0,0,1,1,0,0,0
9,430.0,1,0,0,3,5187.0,1,0,0,1,0,0,1,0,0
1,560.0,1,0,0,3,7411.95,2,0,0,1,0,0,1,0,0
29,230.0,0,0,0,0,10281.18,3,0,1,0,0,0,0,1,0
28,485.0,1,0,0,5,5651.1,2,0,0,0,1,0,1,0,0
29,210.0,0,0,2,3,15918.63,3,0,0,1,0,0,1,0,0
4,555.0,1,1,1,0,1801.8,3,0,0,0,1,1,0,0,0
29,225.0,0,1,0,0,2921.1,0,0,1,0,0,0,0,1,0
21,190.0,0,1,0,0,1638.0,0,0,0,1,0,1,0,0,0
19,350.0,1,1,0,5,3619.98,0,0,0,1,0,0,1,0,0
6,355.0,1,0,5,3,3527.16,2,0,0,1,0,0,1,0,0
21,290.0,0,0,4,0,8452.08,3,1,0,0,0,0,1,0,0
24,320.0,1,0,4,4,6112.47,1,0,1,0,0,0,0,0,1
16,290.0,1,0,0,2,3822.0,2,1,0,0,0,0,0,1,0
16,360.0,1,1,0,2,3606.33,1,1,0,0,0,0,0,0,1
15,225.0,1,0,2,5,4635.54,1,0,0,0,1,0,0,1,0
15,205.0,1,0,1,4,4690.14,3,0,0,0,1,0,0,1,0
29,220.0,0,1,4,0,1285.83,1,0,1,0,0,0,0,1,0
23,445.0,1,1,0,2,2877.42,3,1,0,0,0,0,0,1,0
17,465.0,1,1,4,0,1883.7,0,0,0,1,0,0,1,0,0
1,530.0,1,0,0,3,6314.49,0,0,0,0,1,0,1,0,0
2,300.0,0,1,3,3,1504.23,1,0,1,0,0,1,0,0,0
23,470.0,1,0,4,5,4070.43,2,1,0,0,0,0,0,1,0
4,185.0,0,0,0,2,8976.24,3,0,0,1,0,1,0,0,0
19,270.0,1,0,2,5,5951.4,3,0,0,1,0,0,0,0,1
19,425.0,1,0,3,4,6934.2,1,1,0,0,0,0,0,0,1
29,230.0,0,1,5,5,1583.4,3,0,1,0,0,0,0,1,0
29,285.0,0,1,4,0,7559.37,3,1,0,0,0,0,1,0,0
10,485.0,1,0,4,0,4365.27,0,0,0,1,0,0,0,0,1
29,220.0,0,0,0,5,8506.68,1,0,0,1,0,0,1,0,0
29,220.0,0,1,4,0,4231.5,2,0,1,0,0,0,0,1,0
23,360.0,1,0,4,0,4561.83,2,0,0,0,1,1,0,0,0
15,380.0,1,1,0,5,2260.44,3,0,0,1,0,1,0,0,0
21,195.0,0,1,2,5,2025.66,3,0,0,0,1,1,0,0,0
15,435.0,1,1,0,5,2699.97,3,0,0,0,1,1,0,0,0
17,410.0,1,1,4,0,2893.8,0,0,0,1,0,0,1,0,0
16,320.0,1,0,4,0,4007.64,1,1,0,0,0,0,0,1,0
22,460.0,1,0,0,5,4539.99,0,0,0,1,0,0,0,0,1
23,315.0,1,1,4,0,1643.46,1,0,0,1,0,1,0,0,0
16,360.0,1,1,0,2,3589.95,2,1,0,0,0,0,0,0,1
16,330.0,1,0,0,2,4529.07,1,0,0,1,0,0,0,0,1
16,380.0,1,0,4,2,3985.8,1,0,0,0,1,1,0,0,0
29,285.0,0,0,2,5,11201.19,0,1,0,0,0,0,1,0,0
4,565.0,1,1,1,0,5541.9,0,0,0,0,1,1,0,0,0
9,340.0,1,0,0,5,5187.0,3,0,0,1,0,0,0,0,1
16,385.0,1,1,4,2,1665.3,3,0,0,0,1,1,0,0,0
4,225.0,0,1,4,4,2429.7,0,0,1,0,0,0,0,1,0
18,370.0,1,1,2,5,2511.6,0,0,1,0,0,0,0,1,0
21,290.0,0,1,2,5,3467.1,0,0,1,0,0,1,0,0,0
21,185.0,0,1,0,0,3483.48,0,1,0,0,0,0,0,0,1
16,365.0,1,1,0,2,2342.34,3,1,0,0,0,0,0,0,1
16,395.0,1,0,1,0,3985.8,3,0,0,0,1,1,0,0,0
16,430.0,1,1,4,2,3095.82,2,0,0,0,1,1,0,0,0
22,275.0,1,0,4,0,4870.32,2,0,0,0,1,0,0,1,0
2,280.0,0,1,2,3,1777.23,1,1,0,0,0,0,1,0,0
21,190.0,0,1,4,4,1692.6,2,0,0,1,0,1,0,0,0
4,525.0,1,0,0,5,6415.5,3,0,0,0,1,1,0,0,0
15,220.0,1,0,0,2,4676.49,3,0,0,0,1,0,0,1,0
15,285.0,1,0,2,5,4660.11,1,0,0,0,1,0,0,1,0
24,410.0,1,1,4,0,2184.0,0,0,1,0,0,0,0,1,0
21,185.0,0,1,5,5,1523.34,2,0,0,1,0,1,0,0,0
16,335.0,1,1,0,2,1588.86,1,0,0,1,0,1,0,0,0
16,510.0,1,0,0,5,3931.2,0,1,0,0,0,0,0,1,0
10,425.0,1,0,4,2,4368.0,0,0,0,1,0,0,0,0,1
4,475.0,1,1,4,2,3931.2,2,1,0,0,0,0,0,0,1
4,570.0,1,0,0,5,8954.4,0,0,0,0,1,1,0,0,0
9,455.0,1,0,4,0,7261.8,0,0,1,0,0,0,0,1,0
21,190.0,0,1,0,0,1692.6,2,0,0,1,0,1,0,0,0
27,230.0,0,1,2,5,1012.83,1,0,1,0,0,0,0,1,0
26,495.0,1,1,4,2,2001.09,1,0,0,0,1,1,0,0,0
22,405.0,2,0,0,2,11072.88,0,0,0,1,0,0,0,0,1
4,185.0,0,0,4,0,8790.6,2,1,0,0,0,0,0,1,0
19,230.0,1,1,0,2,2241.33,2,0,0,1,0,0,0,0,1
29,230.0,0,1,5,5,1711.71,0,0,1,0,0,0,0,1,0
0,495.0,1,0,4,5,7608.51,3,0,0,0,1,0,1,0,0
6,320.0,1,1,5,3,1012.83,1,0,0,0,1,0,1,0,0
9,515.0,1,0,4,0,4832.1,1,0,1,0,0,0,0,1,0
23,570.0,1,0,4,0,3794.7,0,0,0,1,0,1,0,0,0
29,225.0,0,1,4,4,2956.59,3,0,1,0,0,0,0,1,0
6,330.0,1,1,4,0,1228.5,2,0,0,0,1,0,1,0,0
23,300.0,1,1,2,5,1081.08,2,1,0,0,0,0,0,1,0
29,285.0,0,1,2,5,4204.2,2,1,0,0,0,0,1,0,0
23,315.0,1,0,4,0,4752.93,2,0,0,1,0,1,0,0,0
19,375.0,1,1,4,2,3371.55,2,0,0,1,0,0,1,0,0
6,260.0,1,0,1,4,2320.5,1,0,1,0,0,0,0,0,1
23,300.0,1,0,2,5,2899.26,2,1,0,0,0,0,0,1,0
16,340.0,1,0,4,0,5151.51,2,0,0,1,0,1,0,0,0
4,195.0,0,1,0,2,3224.13,0,1,0,0,0,0,0,1,0
21,185.0,0,0,4,4,6904.17,3,0,0,1,0,1,0,0,0
21,190.0,0,0,0,0,7032.48,3,1,0,0,0,0,0,0,1
4,185.0,0,1,4,4,1580.67,2,0,0,1,0,1,0,0,0
19,415.0,1,0,2,3,4722.9,0,0,0,1,0,1,0,0,0
9,530.0,1,0,0,5,7261.8,0,0,1,0,0,0,0,1,0
29,225.0,0,0,0,2,10294.83,1,0,1,0,0,0,0,1,0
29,215.0,0,0,0,5,10540.53,3,0,0,1,0,0,1,0,0
21,190.0,0,0,2,5,7269.99,1,0,0,1,0,1,0,0,0
29,215.0,0,0,2,5,8506.68,1,0,0,1,0,0,1,0,0
15,435.0,1,1,4,2,3663.66,3,0,0,0,1,1,0,0,0
19,505.0,1,1,2,3,3510.78,1,0,1,0,0,1,0,0,0
