Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date,Season
Turkish Airlines,IST,PAR,225,0,economy,Evening,Night,4231.5,2024-08-16,Summer
Egypt Air,IST,CMN,460,1,economy,Early Morning,Afternoon,5020.47,2024-10-19,Autumn
KLM,ROM,IST,525,1,business,Early Morning,Afternoon,9991.8,2023-12-09,Winter
Turkish Airlines,PAR,IST,215,0,business,Morning,Afternoon,8681.4,2024-11-05,Autumn
British Airways,PAR,IST,485,1,business,Afternoon,Late Night,6224.4,2024-02-10,Winter
Turkish Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1586.1299999999999,2023-12-09,Winter
Royal Air Maroc,PAR,CMN,180,0,economy,Evening,Evening,1520.61,2024-04-18,Spring
Egypt Air,IST,ROM,570,1,business,Early Morning,Afternoon,10068.24,2024-10-19,Autumn
Royal Air Maroc,IST,CMN,300,0,business,Evening,Night,14927.64,2024-02-10,Winter
Transavia France,IST,PAR,235,0,economy,Night,Night,1113.84,2023-12-09,Winter
British Airways,ROM,IST,535,1,business,Afternoon,Late Night,6306.3,2024-02-10,Winter
Turkish Airlines,IST,ROM,155,0,business,Morning,Morning,11782.68,2024-04-18,Spring
Turkish Airlines,IST,PAR,220,0,business,Morning,Afternoon,12538.89,2024-04-18,Spring
Air France,CMN,ROM,570,1,economy,Morning,Evening,4201.47,2024-11-05,Autumn
TAP Portugal,ROM,CMN,1395,1,business,Afternoon,Morning,3712.8,2023-12-09,Winter
Transavia France,IST,CMN,1455,1,economy,Night,Evening,3600.87,2023-12-09,Winter
Vueling,ROM,IST,495,1,economy,Morning,Night,2085.72,2024-10-19,Autumn
Air France,CMN,ROM,475,1,economy,Morning,Evening,4201.47,2024-09-03,Autumn
Pegasus Airlines,IST,ROM,160,0,economy,Afternoon,Afternoon,1094.73,2024-04-18,Spring
Royal Air Maroc,CMN,PAR,180,0,economy,Afternoon,Afternoon,1468.74,2024-02-10,Winter
Turkish Airlines,PAR,IST,220,0,economy,Afternoon,Night,1580.67,2024-04-18,Spring
Turkish Airlines,IST,CMN,300,0,business,Afternoon,Afternoon,14018.55,2024-08-16,Summer
Royal Air Maroc,CMN,IST,285,0,economy,Evening,Night,5752.11,2024-05-29,Spring
Air Serbia,PAR,IST,560,1,business,Morning,Night,3543.54,2024-05-29,Spring
TAP Portugal,CMN,PAR,370,1,business,Afternoon,Night,2871.96,2024-02-10,Winter
Royal Air Maroc,CMN,PAR,115,0,business,Morning,Morning,6502.86,2024-03-17,Spring
Transavia France,PAR,IST,225,0,economy,Morning,Afternoon,2020.2,2024-08-16,Summer
Royal Air Maroc,PAR,CMN,185,0,business,Night,Night,6879.6,2024-06-01,Summer
LOT,PAR,IST,705,1,business,Morning,Late Night,3931.2,2024-11-05,Autumn
Turkish Airlines,IST,ROM,160,0,business,Afternoon,Afternoon,11673.48,2024-03-17,Spring
Lufthansa,PAR,IST,360,1,business,Early Morning,Afternoon,5255.25,2024-05-29,Spring
Air France,IST,CMN,605,1,economy,Early Morning,Afternoon,8326.5,2024-04-18,Spring
ITA Airways,PAR,ROM,120,0,economy,Early Morning,Morning,1648.92,2023-12-09,Winter
Lufthansa,IST,ROM,385,1,business,Evening,Night,6197.1,2024-07-04,Summer
Egypt Air,IST,CMN,830,1,economy,Late Night,Afternoon,6008.73,2024-08-16,Summer
Lufthansa,ROM,IST,545,1,business,Morning,Evening,6524.7,2024-03-17,Spring
Turkish Airlines,ROM,IST,160,0,economy,Afternoon,Evening,1635.27,2024-11-05,Autumn
Turkish Airlines,IST,PAR,220,0,business,Afternoon,Evening,10537.8,2024-10-19,Autumn
Turkish Airlines,PAR,IST,210,0,economy,Evening,Late Night,4160.5199999999995,2024-02-10,Winter
Royal Air Maroc,CMN,PAR,445,1,economy,Morning,Evening,941.85,2024-07-04,Summer
Turkish Airlines,ROM,IST,155,0,business,Evening,Late Night,10674.3,2024-01-12,Winter
Air France,PAR,CMN,190,0,business,Afternoon,Afternoon,9017.19,2024-04-18,Spring
Transavia France,CMN,PAR,180,0,economy,Evening,Night,2672.67,2024-09-03,Autumn
British Airways,PAR,CMN,610,2,business,Morning,Evening,9145.5,2024-10-19,Autumn
Lufthansa,PAR,IST,350,1,economy,Afternoon,Night,2983.89,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,185,0,economy,Night,Night,1670.76,2024-01-12,Winter
Aegean Airlines,IST,ROM,470,1,business,Morning,Evening,9500.4,2024-10-19,Autumn
Turkish Airlines,IST,PAR,220,0,economy,Afternoon,Evening,1291.29,2024-06-01,Summer
Egypt Air,ROM,IST,710,1,business,Afternoon,Late Night,10136.49,2024-10-19,Autumn
Aegean Airlines,ROM,IST,370,1,business,Night,Early Morning,8520.33,2024-04-18,Spring
Royal Air Maroc,PAR,CMN,185,0,economy,Night,Night,1665.3,2024-08-16,Summer
Air France,ROM,PAR,130,0,business,Afternoon,Afternoon,2476.11,2024-02-10,Winter
Air Serbia,ROM,IST,320,1,business,Night,Late Night,3658.2,2024-08-16,Summer
Air Serbia,PAR,IST,355,1,business,Night,Late Night,3658.2,2024-08-16,Summer
Air France,ROM,IST,525,1,economy,Early Morning,Evening,2293.2,2023-12-09,Winter
ITA Airways,IST,ROM,160,0,economy,Afternoon,Afternoon,2386.02,2024-10-19,Autumn
ITA Airways,PAR,ROM,210,1,economy,Morning,Afternoon,1594.32,2024-08-16,Summer
Iberia,CMN,PAR,290,1,economy,Afternoon,Evening,3194.1,2024-09-03,Autumn
Air Algerie,ROM,IST,735,1,business,Afternoon,Late Night,6524.7,2023-12-09,Winter
ITA Airways,ROM,PAR,130,0,economy,Morning,Morning,758.9399999999999,2024-05-29,Spring
Air Serbia,PAR,IST,360,1,economy,Night,Late Night,1266.72,2024-05-29,Spring
Wizz Air Malta,PAR,ROM,125,0,economy,Afternoon,Evening,758.9399999999999,2024-03-17,Spring
British Airways,IST,ROM,515,1,business,Morning,Afternoon,7289.1,2024-05-29,Spring
Vueling,PAR,ROM,115,0,economy,Afternoon,Evening,709.8,2023-12-09,Winter
Lufthansa,ROM,PAR,245,1,business,Afternoon,Evening,5025.93,2024-02-10,Winter
Vueling,PAR,ROM,125,0,economy,Early Morning,Morning,562.38,2024-09-03,Autumn
Air France,PAR,CMN,185,0,economy,Morning,Morning,1247.61,2024-05-29,Spring
Air Serbia,IST,ROM,940,1,business,Early Morning,Evening,2353.2599999999998,2024-08-16,Summer
Royal Air Maroc,ROM,CMN,195,0,business,Evening,Night,7914.2699999999995,2024-02-10,Winter
KLM,IST,PAR,365,1,economy,Evening,Night,3139.5,2024-08-16,Summer
Turkish Airlines,PAR,IST,210,0,business,Evening,Late Night,8506.68,2024-05-29,Spring
Lufthansa,IST,ROM,590,2,business,Early Morning,Afternoon,11302.2,2024-10-19,Autumn
Lufthansa,ROM,CMN,715,1,business,Afternoon,Late Night,6770.4,2024-04-18,Spring
Transavia France,ROM,CMN,710,1,economy,Morning,Night,2080.2599999999998,2023-12-09,Winter
Iberia,CMN,PAR,290,1,business,Afternoon,Evening,3835.65,2024-06-01,Summer
Air France,IST,CMN,770,1,economy,Morning,Evening,5842.2,2023-12-09,Winter
Air France,IST,CMN,975,1,economy,Early Morning,Night,7016.1,2024-07-04,Summer
Lufthansa,IST,CMN,505,1,business,Evening,Late Night,10019.1,2024-10-19,Autumn
Royal Air Maroc,CMN,PAR,175,0,economy,Morning,Morning,4398.03,2024-01-12,Winter
Turkish Airlines,PAR,IST,215,0,business,Evening,Night,10728.9,2024-09-03,Autumn
Royal Air Maroc,CMN,PAR,170,0,business,Evening,Night,6920.55,2024-05-29,Spring
ITA Airways,ROM,IST,155,0,economy,Afternoon,Evening,3054.87,2024-06-01,Summer
Egypt Air,CMN,IST,680,1,business,Afternoon,Late Night,8293.74,2024-06-01,Summer
LOT,IST,PAR,380,1,business,Evening,Night,7128.03,2024-03-17,Spring
Egypt Air,CMN,IST,605,1,business,Late Night,Afternoon,8301.93,2024-01-12,Winter
Turkish Airlines,ROM,IST,160,0,business,Afternoon,Evening,10674.3,2024-03-17,Spring
Turkish Airlines,PAR,IST,210,0,economy,Evening,Late Night,1430.52,2024-03-17,Spring
Turkish Airlines,ROM,IST,155,0,economy,Evening,Late Night,2028.39,2024-03-17,Spring
Air France,CMN,ROM,390,1,economy,Morning,Afternoon,4777.5,2024-11-05,Autumn
Turkish Airlines,PAR,IST,220,0,business,Morning,Afternoon,8506.68,2024-01-12,Winter
Air Serbia,PAR,IST,355,1,business,Night,Early Morning,3499.86,2024-01-12,Winter
Vueling,PAR,ROM,120,0,economy,Morning,Morning,1108.3799999999999,2024-02-10,Winter
Austrian Airlines,PAR,ROM,715,1,business,Night,Morning,7684.95,2024-10-19,Autumn
Egypt Air,IST,CMN,1135,1,business,Early Morning,Night,9066.33,2024-06-01,Summer
Pegasus Airlines,ROM,IST,150,0,economy,Morning,Afternoon,1102.92,2024-10-19,Autumn
British Airways,PAR,CMN,610,2,business,Morning,Evening,9145.5,2024-10-19,Autumn
British Airways,PAR,IST,400,1,economy,Morning,Afternoon,1992.9,2024-07-04,Summer
Royal Air Maroc,CMN,PAR,180,0,economy,Afternoon,Afternoon,1408.68,2024-11-05,Autumn
TAP Portugal,CMN,ROM,365,1,economy,Evening,Late Night,999.18,2024-06-01,Summer
KLM,IST,CMN,1580,2,economy,Evening,Evening,3106.74,2023-12-09,Winter
Egypt Air,IST,CMN,600,1,business,Early Morning,Afternoon,8645.91,2024-07-04,Summer
Air France,ROM,CMN,570,1,business,Afternoon,Night,7343.7,2024-04-18,Spring
Turkish Airlines,PAR,IST,225,0,business,Afternoon,Afternoon,8506.68,2024-06-01,Summer
TAP Portugal,CMN,ROM,405,1,economy,Morning,Evening,1826.37,2024-05-29,Spring
Vueling,PAR,ROM,115,0,economy,Night,Night,813.54,2024-01-12,Winter
Aegean Airlines,IST,PAR,420,1,economy,Afternoon,Night,1629.81,2024-04-18,Spring
TAP Portugal,PAR,CMN,480,1,business,Morning,Afternoon,4742.01,2024-02-10,Winter
British Airways,IST,PAR,495,1,business,Morning,Afternoon,4368.0,2024-03-17,Spring
Lufthansa,ROM,CMN,745,2,business,Afternoon,Late Night,7780.5,2024-10-19,Autumn
KLM,IST,CMN,665,2,economy,Afternoon,Night,3802.89,2024-02-10,Winter
British Airways,ROM,PAR,360,1,business,Morning,Evening,4520.88,2024-02-10,Winter
Austrian Airlines,ROM,PAR,485,1,business,Morning,Evening,4862.13,2024-07-04,Summer
Turkish Airlines,IST,PAR,225,0,business,Evening,Night,12538.89,2024-04-18,Spring
Air Serbia,ROM,IST,1010,1,business,Morning,Early Morning,3404.31,2024-01-12,Winter
Turkish Airlines,ROM,CMN,545,1,economy,Morning,Afternoon,3104.0099999999998,2024-07-04,Summer
Lufthansa,PAR,CMN,655,2,economy,Afternoon,Late Night,3843.84,2024-10-19,Autumn
Turkish Airlines,ROM,IST,160,0,business,Evening,Night,10674.3,2024-04-18,Spring
Air France,CMN,ROM,390,1,economy,Morning,Afternoon,3822.0,2024-01-12,Winter
easyJet,ROM,PAR,125,0,economy,Afternoon,Evening,578.76,2024-10-19,Autumn
Turkish Airlines,ROM,IST,160,0,business,Afternoon,Evening,10674.3,2024-01-12,Winter
Air Algerie,ROM,IST,530,1,business,Afternoon,Late Night,6134.31,2024-04-18,Spring
Iberia,ROM,CMN,765,1,business,Early Morning,Evening,3985.8,2024-06-01,Summer
ITA Airways,ROM,PAR,130,0,economy,Night,Night,1646.19,2023-12-09,Winter
Air France,PAR,ROM,125,0,economy,Afternoon,Evening,922.74,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,175,0,economy,Afternoon,Evening,1853.67,2024-01-12,Winter
Egypt Air,CMN,IST,895,1,business,Late Night,Evening,8291.01,2024-01-12,Winter
TAP Portugal,CMN,ROM,745,1,business,Morning,Night,2694.5099999999998,2024-01-12,Winter
Turkish Airlines,PAR,IST,220,0,business,Morning,Afternoon,8506.68,2024-04-18,Spring
Lufthansa,CMN,IST,1085,1,economy,Late Night,Night,4376.19,2024-09-03,Autumn
Tunisair,CMN,IST,1115,1,business,Late Night,Night,6688.5,2024-08-16,Summer
SWISS,ROM,PAR,240,1,business,Afternoon,Evening,8200.92,2023-12-09,Winter
Pegasus Airlines,CMN,IST,285,0,economy,Late Night,Morning,1840.02,2024-02-10,Winter
British Airways,IST,ROM,490,1,business,Afternoon,Night,4968.6,2024-03-17,Spring
Air France,PAR,ROM,125,0,business,Afternoon,Evening,4144.14,2024-03-17,Spring
Lufthansa,ROM,CMN,630,1,economy,Afternoon,Late Night,2129.4,2024-07-04,Summer
ITA Airways,ROM,CMN,255,0,economy,Evening,Night,2871.96,2024-03-17,Spring
Air France,IST,CMN,980,1,business,Morning,Night,6797.7,2024-11-05,Autumn
Air France,CMN,ROM,710,1,economy,Morning,Night,3303.3,2024-10-19,Autumn
KLM,IST,PAR,365,1,business,Evening,Night,8162.7,2024-05-29,Spring
Egypt Air,IST,PAR,655,1,business,Early Morning,Afternoon,12992.07,2024-09-03,Autumn
TAP Portugal,CMN,PAR,300,1,economy,Evening,Night,1094.73,2024-04-18,Spring
Air Serbia,IST,ROM,255,1,business,Morning,Afternoon,2323.23,2024-05-29,Spring
Air France,PAR,ROM,125,0,business,Afternoon,Afternoon,2710.89,2024-03-17,Spring
Turkish Airlines,IST,ROM,155,0,business,Evening,Evening,11782.68,2024-04-18,Spring
TAP Portugal,ROM,CMN,955,1,business,Evening,Morning,3644.55,2023-12-09,Winter
Air Serbia,ROM,PAR,345,1,business,Afternoon,Night,6145.23,2023-12-09,Winter
TAP Portugal,PAR,CMN,410,1,business,Morning,Afternoon,4747.47,2024-04-18,Spring
Air France,CMN,IST,1210,1,economy,Evening,Afternoon,3049.41,2024-04-18,Spring
Royal Air Maroc,PAR,CMN,190,0,economy,Morning,Morning,1638.0,2024-09-03,Autumn
Wizz Air Malta,PAR,ROM,125,0,economy,Morning,Morning,633.36,2024-03-17,Spring
Turkish Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1130.22,2024-03-17,Spring
Iberia,CMN,ROM,625,1,economy,Afternoon,Late Night,4313.4,2024-09-03,Autumn
Lufthansa,ROM,IST,355,1,business,Morning,Evening,6470.1,2024-09-03,Autumn
ITA Airways,IST,ROM,155,0,economy,Night,Night,3003.0,2024-09-03,Autumn
KLM,IST,CMN,1095,2,business,Evening,Morning,8190.0,2024-07-04,Summer
Lufthansa,IST,CMN,505,1,business,Evening,Late Night,10019.1,2024-08-16,Summer
Pegasus Airlines,IST,ROM,160,0,economy,Morning,Morning,1755.39,2024-09-03,Autumn
Lufthansa,ROM,CMN,570,2,economy,Afternoon,Late Night,5268.9,2024-05-29,Spring
Turkish Airlines,IST,ROM,160,0,economy,Night,Night,2323.23,2024-08-16,Summer
Egypt Air,IST,CMN,1475,1,business,Afternoon,Afternoon,8009.82,2024-02-10,Winter
Iberia,ROM,CMN,410,1,economy,Early Morning,Afternoon,2648.1,2024-08-16,Summer
Turkish Airlines,IST,CMN,290,0,economy,Morning,Afternoon,3494.4,2024-11-05,Autumn
Vueling,PAR,ROM,115,0,economy,Night,Night,873.6,2023-12-09,Winter
Vueling,PAR,ROM,125,0,economy,Morning,Morning,794.43,2024-06-01,Summer
Iberia,CMN,ROM,360,1,business,Afternoon,Evening,4155.06,2024-06-01,Summer
Turkish Airlines,IST,CMN,290,0,business,Afternoon,Afternoon,13322.4,2023-12-09,Winter
LOT,PAR,IST,710,1,business,Morning,Night,3685.5,2024-06-01,Summer
Tunisair,IST,CMN,895,1,business,Afternoon,Late Night,6279.0,2024-01-12,Winter
Air France,IST,ROM,555,1,business,Morning,Afternoon,7371.0,2024-11-05,Autumn
AnadoluJet,IST,PAR,430,1,economy,Morning,Afternoon,1397.76,2023-12-09,Winter
Turkish Airlines,IST,PAR,230,0,business,Night,Night,12476.1,2024-02-10,Winter
Austrian Airlines,PAR,ROM,285,1,business,Afternoon,Night,7684.95,2024-08-16,Summer
Air France,CMN,PAR,195,0,economy,Evening,Night,1291.29,2024-02-10,Winter
LOT,IST,PAR,775,1,economy,Morning,Evening,1938.3,2024-11-05,Autumn
Lufthansa,ROM,CMN,400,1,economy,Evening,Late Night,2353.2599999999998,2024-04-18,Spring
Turkish Airlines,IST,CMN,300,0,economy,Evening,Night,8271.9,2024-02-10,Winter
ITA Airways,PAR,ROM,125,0,economy,Morning,Afternoon,1416.87,2024-02-10,Winter
Royal Air Maroc,CMN,PAR,115,0,business,Afternoon,Evening,6846.84,2024-03-17,Spring
Turkish Airlines,CMN,IST,285,0,economy,Evening,Night,4021.29,2024-06-01,Summer
Turkish Airlines,IST,PAR,220,0,business,Afternoon,Evening,10401.3,2024-04-18,Spring
Pegasus Airlines,ROM,IST,150,0,economy,Morning,Afternoon,1304.94,2024-07-04,Summer
Lufthansa,ROM,IST,515,1,business,Morning,Evening,5077.8,2024-01-12,Winter
Air France,CMN,PAR,195,0,business,Afternoon,Evening,8790.6,2024-01-12,Winter
ITA Airways,PAR,ROM,275,1,business,Morning,Afternoon,5350.8,2024-08-16,Summer
Pegasus Airlines,IST,PAR,800,1,economy,Morning,Night,1102.92,2023-12-09,Winter
Turkish Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1471.47,2024-11-05,Autumn
Lufthansa,PAR,CMN,650,1,business,Afternoon,Late Night,8026.2,2024-10-19,Autumn
ITA Airways,ROM,IST,160,0,economy,Afternoon,Evening,1785.42,2024-01-12,Winter
Air France,CMN,ROM,330,1,economy,Morning,Afternoon,1365.0,2024-03-17,Spring
SAUDIA,CMN,IST,945,1,economy,Night,Afternoon,5135.13,2024-06-01,Summer
TAP Portugal,CMN,IST,1610,2,economy,Evening,Night,2328.69,2024-08-16,Summer
TAP Portugal,CMN,PAR,445,1,economy,Afternoon,Evening,2254.98,2023-12-09,Winter
SWISS,PAR,ROM,425,1,business,Morning,Afternoon,5954.13,2024-09-03,Autumn
ITA Airways,ROM,PAR,130,0,business,Night,Night,3882.06,2024-05-29,Spring
Air France,CMN,ROM,380,1,economy,Afternoon,Night,3931.2,2024-07-04,Summer
Air France,ROM,PAR,135,0,economy,Early Morning,Morning,1392.3,2024-08-16,Summer
KLM,ROM,CMN,560,2,business,Early Morning,Afternoon,10019.1,2024-06-01,Summer
Air France,PAR,CMN,185,0,business,Afternoon,Afternoon,9017.19,2024-02-10,Winter
Air Serbia,ROM,IST,340,1,economy,Night,Early Morning,1004.64,2024-01-12,Winter
Turkish Airlines,IST,PAR,220,0,economy,Morning,Afternoon,1288.56,2024-05-29,Spring
ITA Airways,PAR,ROM,120,0,economy,Early Morning,Morning,813.54,2024-01-12,Winter
Turkish Airlines,PAR,IST,220,0,economy,Afternoon,Night,2074.8,2024-10-19,Autumn
Egypt Air,IST,CMN,800,1,business,Late Night,Morning,9262.89,2024-03-17,Spring
Vueling,ROM,PAR,295,1,economy,Morning,Afternoon,1334.97,2024-07-04,Summer
British Airways,IST,ROM,640,1,business,Afternoon,Night,9172.8,2024-10-19,Autumn
Air France,CMN,ROM,635,1,economy,Morning,Evening,1365.0,2024-03-17,Spring
AnadoluJet,ROM,IST,170,0,economy,Afternoon,Afternoon,1965.6,2024-07-04,Summer
Turkish Airlines,IST,PAR,230,0,economy,Morning,Morning,2921.1,2024-09-03,Autumn
Royal Air Maroc,CMN,PAR,175,0,business,Morning,Morning,6524.7,2023-12-09,Winter
TAP Portugal,CMN,ROM,1325,1,business,Afternoon,Morning,2735.46,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,175,0,business,Afternoon,Evening,6491.94,2024-01-12,Winter
Iberia,ROM,CMN,495,1,business,Early Morning,Afternoon,4149.6,2024-01-12,Winter
TAP Portugal,CMN,PAR,930,1,economy,Evening,Morning,1583.4,2024-08-16,Summer
ITA Airways,ROM,PAR,130,0,business,Night,Night,3890.25,2024-06-01,Summer
Turkish Airlines,ROM,IST,155,0,business,Morning,Afternoon,10701.6,2023-12-09,Winter
Iberia,CMN,ROM,625,1,economy,Afternoon,Late Night,3658.2,2024-04-18,Spring
Turkish Airlines,IST,PAR,220,0,economy,Afternoon,Evening,2921.1,2024-09-03,Autumn
ITA Airways,PAR,CMN,580,2,business,Morning,Night,8381.1,2023-12-09,Winter
Pegasus Airlines,PAR,IST,205,0,economy,Afternoon,Evening,1135.68,2024-06-01,Summer
Egypt Air,IST,CMN,865,1,business,Late Night,Afternoon,9022.65,2024-03-17,Spring
KLM,PAR,IST,350,1,economy,Morning,Afternoon,1359.54,2024-03-17,Spring
Pegasus Airlines,IST,ROM,165,0,economy,Afternoon,Afternoon,993.72,2024-01-12,Winter
Lufthansa,CMN,ROM,500,1,business,Afternoon,Night,7862.4,2023-12-09,Winter
Lufthansa,ROM,CMN,715,1,business,Afternoon,Late Night,6778.59,2024-06-01,Summer
Turkish Airlines,PAR,IST,215,0,economy,Morning,Afternoon,2148.5099999999998,2023-12-09,Winter
Air Algerie,PAR,IST,500,1,business,Evening,Late Night,11152.05,2024-10-19,Autumn
Turkish Airlines,IST,PAR,230,0,economy,Morning,Morning,2320.5,2024-10-19,Autumn
Egypt Air,ROM,CMN,645,1,business,Afternoon,Night,8285.55,2024-06-01,Summer
Iberia,ROM,CMN,410,1,economy,Early Morning,Afternoon,2648.1,2024-07-04,Summer
KLM,IST,ROM,435,1,business,Evening,Night,7712.25,2024-01-12,Winter
Air France,ROM,CMN,525,1,business,Afternoon,Night,6415.5,2024-01-12,Winter
Air France,PAR,IST,210,0,economy,Morning,Evening,1343.16,2024-03-17,Spring
KLM,PAR,IST,385,1,economy,Morning,Afternoon,3194.1,2024-10-19,Autumn
Egypt Air,IST,CMN,1120,1,economy,Evening,Morning,5296.2,2024-11-05,Autumn
Air Serbia,IST,PAR,310,1,economy,Early Morning,Morning,1307.67,2024-06-01,Summer
Royal Air Maroc,PAR,CMN,245,0,economy,Afternoon,Afternoon,1435.98,2024-03-17,Spring
Royal Air Maroc,CMN,IST,265,0,business,Morning,Afternoon,10155.6,2024-08-16,Summer
Air France,CMN,ROM,545,1,economy,Morning,Evening,3303.3,2024-07-04,Summer
Air Serbia,PAR,IST,385,1,business,Morning,Evening,7117.11,2024-03-17,Spring
British Airways,PAR,IST,400,1,business,Morning,Afternoon,5536.44,2024-04-18,Spring
Lufthansa,PAR,CMN,655,2,business,Afternoon,Late Night,5460.0,2024-09-03,Autumn
Pegasus Airlines,PAR,IST,210,0,economy,Afternoon,Night,753.48,2024-01-12,Winter
Turkish Airlines,PAR,IST,215,0,economy,Morning,Afternoon,1801.8,2024-11-05,Autumn
ITA Airways,CMN,ROM,190,0,economy,Afternoon,Afternoon,2555.28,2024-02-10,Winter
Lufthansa,IST,CMN,740,1,economy,Afternoon,Late Night,4684.68,2024-08-16,Summer
TAP Portugal,PAR,CMN,315,1,economy,Morning,Afternoon,1528.8,2024-09-03,Autumn
Transavia France,CMN,IST,620,1,economy,Morning,Night,2481.57,2024-06-01,Summer
Air France,CMN,ROM,570,1,economy,Morning,Evening,2211.3,2023-12-09,Winter
Air France,CMN,PAR,180,0,business,Evening,Night,8790.6,2024-07-04,Summer
Iberia,CMN,PAR,305,1,business,Afternoon,Evening,4709.25,2023-12-09,Winter
Iberia,ROM,CMN,455,1,economy,Early Morning,Afternoon,1911.0,2024-03-17,Spring
Transavia France,CMN,IST,905,1,economy,Evening,Afternoon,2989.35,2024-10-19,Autumn
Air Algerie,IST,ROM,555,1,business,Early Morning,Afternoon,5312.58,2024-04-18,Spring
Aegean Airlines,ROM,IST,400,1,business,Morning,Evening,9369.36,2024-06-01,Summer
TAROM,PAR,IST,315,1,business,Afternoon,Night,9352.98,2023-12-09,Winter
Turkish Airlines,PAR,IST,210,0,business,Evening,Late Night,8506.68,2024-06-01,Summer
TUI Fly Belgium,PAR,CMN,210,0,economy,Evening,Night,1378.65,2023-12-09,Winter
ITA Airways,PAR,ROM,125,0,business,Morning,Afternoon,3789.24,2024-03-17,Spring
Royal Air Maroc,CMN,IST,285,0,business,Evening,Night,17103.45,2024-04-18,Spring
Tunisair,CMN,PAR,370,1,economy,Morning,Evening,2588.04,2024-04-18,Spring
Air France,CMN,PAR,195,0,economy,Morning,Morning,3458.91,2024-11-05,Autumn
KLM,ROM,IST,515,1,business,Early Morning,Afternoon,7616.7,2024-08-16,Summer
Air Serbia,IST,ROM,290,1,economy,Early Morning,Morning,1015.56,2024-09-03,Autumn
Qatar Airways,CMN,IST,870,1,business,Night,Afternoon,24269.7,2024-06-01,Summer
Lufthansa,IST,CMN,505,1,business,Evening,Late Night,7261.8,2024-09-03,Autumn
KLM,IST,ROM,435,1,economy,Evening,Night,1638.0,2024-11-05,Autumn
Air France,CMN,ROM,375,1,economy,Morning,Evening,2246.79,2024-05-29,Spring
TAP Portugal,ROM,CMN,360,1,economy,Morning,Afternoon,2271.36,2024-06-01,Summer
TAP Portugal,ROM,CMN,360,1,business,Morning,Afternoon,4804.8,2024-07-04,Summer
ITA Airways,ROM,IST,160,0,economy,Early Morning,Morning,1719.9,2023-12-09,Winter
Lufthansa,ROM,CMN,915,1,business,Morning,Late Night,6770.4,2024-04-18,Spring
Air Europa,ROM,CMN,530,1,economy,Morning,Evening,1643.46,2024-03-17,Spring
Egypt Air,IST,CMN,805,1,business,Late Night,Afternoon,9036.3,2024-01-12,Winter
SWISS,ROM,PAR,255,1,business,Morning,Afternoon,4867.59,2024-11-05,Autumn
Iberia,CMN,ROM,630,1,business,Afternoon,Late Night,4198.74,2024-01-12,Winter
Royal Air Maroc,PAR,CMN,190,0,economy,Morning,Morning,3357.9,2024-07-04,Summer
ITA Airways,ROM,PAR,130,0,business,Night,Night,3939.39,2024-02-10,Winter
Lufthansa,ROM,CMN,630,1,economy,Afternoon,Late Night,2751.84,2024-04-18,Spring
Royal Air Maroc,IST,CMN,290,0,economy,Evening,Night,3854.7599999999998,2024-06-01,Summer
Turkish Airlines,PAR,IST,215,0,economy,Morning,Afternoon,1430.52,2024-03-17,Spring
Air Serbia,IST,PAR,305,1,economy,Afternoon,Evening,1485.12,2024-03-17,Spring
Royal Air Maroc,IST,CMN,290,0,economy,Afternoon,Afternoon,5615.61,2024-02-10,Winter
Lufthansa,PAR,IST,520,1,business,Morning,Night,4594.59,2024-06-01,Summer
Tunisair,IST,ROM,825,1,business,Night,Afternoon,5290.74,2024-08-16,Summer
TAP Portugal,ROM,CMN,360,1,business,Morning,Afternoon,3647.28,2024-04-18,Spring
Iberia,CMN,PAR,610,1,business,Afternoon,Night,3931.2,2023-12-09,Winter
Iberia,CMN,PAR,380,1,business,Morning,Afternoon,4013.1,2024-01-12,Winter
KLM,CMN,IST,1180,2,business,Evening,Afternoon,7897.89,2023-12-09,Winter
Austrian Airlines,PAR,ROM,550,1,business,Morning,Evening,4408.95,2024-11-05,Autumn
Royal Air Maroc,CMN,PAR,170,0,business,Afternoon,Afternoon,6904.17,2024-09-03,Autumn
ITA Airways,ROM,IST,155,0,economy,Evening,Late Night,1722.6299999999999,2024-02-10,Winter
Iberia,CMN,PAR,505,1,business,Morning,Evening,4013.1,2023-12-09,Winter
Transavia France,CMN,PAR,180,0,economy,Afternoon,Night,524.16,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,190,0,business,Afternoon,Afternoon,7379.19,2024-07-04,Summer
TAP Portugal,CMN,PAR,385,1,economy,Afternoon,Evening,1334.97,2024-03-17,Spring
TAP Portugal,CMN,PAR,305,1,economy,Afternoon,Night,2298.66,2024-03-17,Spring
Iberia,PAR,ROM,335,1,business,Afternoon,Evening,5842.2,2024-08-16,Summer
British Airways,ROM,IST,990,1,business,Night,Afternoon,7371.0,2023-12-09,Winter
Air France,CMN,PAR,185,0,economy,Morning,Afternoon,4619.16,2024-09-03,Autumn
