Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date,Season
Turkish Airlines,IST,PAR,225,0,economy,Morning,Morning,2956.59,2023-12-09,Winter
Air Serbia,ROM,IST,330,1,economy,Morning,Afternoon,1228.5,2024-07-04,Summer
TAP Portugal,CMN,PAR,300,1,economy,Evening,Night,1081.08,2024-07-04,Summer
TAP Portugal,ROM,CMN,935,1,economy,Night,Morning,2020.2,2024-07-04,Summer
Turkish Airlines,CMN,IST,285,0,economy,Evening,Night,4204.2,2024-07-04,Summer
TAP Portugal,PAR,CMN,315,1,business,Morning,Afternoon,4752.93,2024-07-04,Summer
Lufthansa,PAR,IST,375,1,economy,Morning,Evening,3371.55,2024-08-16,Summer
Air Serbia,IST,ROM,260,1,business,Early Morning,Morning,2320.5,2024-04-18,Spring
TAP Portugal,CMN,PAR,300,1,business,Evening,Night,2899.2599999999998,2024-06-01,Summer
Royal Air Maroc,CMN,PAR,170,0,business,Afternoon,Evening,6904.17,2024-09-03,Autumn
Tunisair,CMN,IST,1115,1,business,Late Night,Night,6688.5,2024-07-04,Summer
Iberia,PAR,CMN,340,1,business,Morning,Afternoon,5151.51,2024-07-04,Summer
Emirates,CMN,IST,1450,1,economy,Afternoon,Afternoon,5468.19,2024-07-04,Summer
ITA Airways,PAR,ROM,125,0,economy,Morning,Afternoon,1092.0,2024-10-19,Autumn
Air France,CMN,PAR,195,0,economy,Afternoon,Evening,3224.13,2024-11-05,Autumn
Tunisair,IST,CMN,885,1,business,Afternoon,Late Night,6279.0,2024-05-29,Spring
Turkish Airlines,IST,ROM,165,0,business,Night,Night,11673.48,2024-03-17,Spring
Royal Air Maroc,PAR,CMN,185,0,business,Morning,Morning,6904.17,2024-01-12,Winter
Egypt Air,CMN,IST,1005,1,economy,Night,Evening,5672.94,2023-12-09,Winter
Royal Air Maroc,CMN,ROM,190,0,business,Afternoon,Afternoon,7032.48,2024-01-12,Winter
Air France,PAR,CMN,185,0,economy,Morning,Morning,1580.67,2024-06-01,Summer
Turkish Airlines,ROM,IST,160,0,economy,Evening,Night,3161.34,2024-06-01,Summer
ITA Airways,PAR,ROM,120,0,business,Early Morning,Morning,3882.06,2023-12-09,Winter
Air France,PAR,ROM,125,0,business,Evening,Evening,2710.89,2024-03-17,Spring
Lufthansa,PAR,CMN,415,1,business,Evening,Late Night,4722.9,2024-09-03,Autumn
British Airways,IST,PAR,530,1,business,Afternoon,Night,7261.8,2024-11-05,Autumn
Turkish Airlines,IST,PAR,225,0,business,Afternoon,Evening,10294.83,2024-03-17,Spring
Turkish Airlines,PAR,IST,215,0,business,Afternoon,Night,10540.53,2023-12-09,Winter
Air France,ROM,PAR,130,0,business,Evening,Night,3931.2,2024-05-29,Spring
Royal Air Maroc,PAR,CMN,190,0,business,Evening,Night,7269.99,2024-04-18,Spring
Turkish Airlines,PAR,IST,215,0,business,Evening,Night,8506.68,2024-04-18,Spring
ITA Airways,IST,ROM,155,0,economy,Morning,Morning,4157.79,2024-08-16,Summer
ITA Airways,ROM,CMN,435,1,economy,Morning,Evening,3663.66,2024-02-10,Winter
Tunisair,CMN,IST,1115,1,economy,Late Night,Night,3030.3,2024-05-29,Spring
Royal Air Maroc,CMN,PAR,175,0,business,Morning,Morning,6549.2699999999995,2024-05-29,Spring
Air Serbia,IST,PAR,690,1,business,Morning,Night,3057.6,2023-12-09,Winter
Lufthansa,IST,CMN,505,1,economy,Evening,Late Night,3510.78,2024-04-18,Spring
Air France,ROM,CMN,555,1,economy,Early Morning,Afternoon,1883.7,2024-11-05,Autumn
ITA Airways,ROM,PAR,220,1,economy,Afternoon,Evening,1250.34,2024-01-12,Winter
Air France,PAR,CMN,190,0,economy,Evening,Night,4359.81,2024-08-16,Summer
Turkish Airlines,IST,ROM,160,0,business,Night,Night,11930.1,2024-10-19,Autumn
AnadoluJet,PAR,IST,195,0,economy,Afternoon,Afternoon,2102.1,2024-09-03,Autumn
ITA Airways,ROM,IST,155,0,economy,Morning,Morning,2293.2,2024-08-16,Summer
Air Serbia,ROM,IST,330,1,business,Morning,Afternoon,3387.93,2024-04-18,Spring
Air Serbia,PAR,IST,295,1,economy,Morning,Afternoon,1397.76,2024-10-19,Autumn
ITA Airways,ROM,PAR,130,0,economy,Night,Night,900.9,2024-06-01,Summer
Brussels Airlines,PAR,ROM,425,1,business,Morning,Evening,5784.87,2024-08-16,Summer
Turkish Airlines,IST,PAR,220,0,business,Early Morning,Morning,10537.8,2024-10-19,Autumn
Air Algerie,PAR,IST,525,1,business,Evening,Late Night,7455.63,2024-07-04,Summer
ITA Airways,IST,ROM,165,0,economy,Morning,Morning,2156.7,2024-03-17,Spring
Pegasus Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1272.18,2024-06-01,Summer
Pegasus Airlines,ROM,IST,150,0,economy,Afternoon,Evening,1102.92,2024-10-19,Autumn
AnadoluJet,IST,ROM,155,0,economy,Morning,Morning,1001.91,2024-06-01,Summer
Air Algerie,IST,PAR,880,1,business,Late Night,Afternoon,5634.72,2023-12-09,Winter
Royal Air Maroc,PAR,CMN,180,0,economy,Evening,Evening,1719.9,2024-08-16,Summer
British Airways,IST,CMN,720,2,business,Morning,Evening,9746.1,2024-10-19,Autumn
Air Algerie,PAR,IST,675,1,business,Afternoon,Late Night,7081.62,2024-10-19,Autumn
British Airways,IST,CMN,730,2,business,Morning,Evening,9964.5,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,175,0,economy,Afternoon,Evening,1468.74,2024-11-05,Autumn
Iberia,ROM,CMN,410,1,business,Early Morning,Afternoon,3985.8,2024-05-29,Spring
LOT,PAR,IST,505,1,business,Morning,Evening,3772.86,2024-01-12,Winter
Iberia,PAR,ROM,320,1,economy,Morning,Afternoon,1446.9,2024-11-05,Autumn
SWISS,PAR,ROM,425,1,business,Morning,Afternoon,7813.26,2024-07-04,Summer
Turkish Airlines,IST,PAR,230,0,business,Afternoon,Afternoon,10286.64,2024-06-01,Summer
Iberia,CMN,ROM,625,1,business,Afternoon,Late Night,4286.1,2024-07-04,Summer
Royal Air Maroc,CMN,PAR,170,0,economy,Afternoon,Evening,2129.4,2024-04-18,Spring
Lufthansa,ROM,CMN,630,1,business,Afternoon,Late Night,4641.0,2024-09-03,Autumn
Wizz Air Malta,ROM,PAR,135,0,economy,Early Morning,Morning,922.74,2023-12-09,Winter
Tunisair,CMN,PAR,405,1,business,Late Night,Morning,6049.68,2024-10-19,Autumn
Royal Air Maroc,CMN,IST,285,0,economy,Evening,Night,5754.84,2024-04-18,Spring
Pegasus Airlines,IST,CMN,385,0,economy,Night,Late Night,2519.79,2024-03-17,Spring
Air Serbia,IST,PAR,345,1,business,Early Morning,Morning,2795.52,2024-09-03,Autumn
Iberia,PAR,CMN,400,1,economy,Afternoon,Evening,1932.84,2024-03-17,Spring
Lufthansa,CMN,ROM,590,2,economy,Late Night,Afternoon,5978.7,2024-08-16,Summer
Iberia,PAR,CMN,365,1,economy,Morning,Afternoon,3041.22,2023-12-09,Winter
Transavia France,ROM,CMN,710,1,economy,Early Morning,Evening,2036.58,2024-09-03,Autumn
Lufthansa,ROM,IST,545,1,business,Morning,Evening,6470.1,2024-11-05,Autumn
TAP Portugal,ROM,CMN,1270,1,business,Night,Afternoon,2650.83,2024-04-18,Spring
ITA Airways,IST,ROM,155,0,economy,Morning,Morning,1829.1,2024-07-04,Summer
Lufthansa,ROM,CMN,570,2,economy,Afternoon,Late Night,3385.2,2024-07-04,Summer
SWISS,PAR,ROM,260,1,business,Afternoon,Evening,7813.26,2024-07-04,Summer
TAROM,IST,PAR,350,1,business,Morning,Afternoon,8075.34,2024-01-12,Winter
Air Algerie,IST,ROM,770,1,business,Late Night,Afternoon,5331.69,2024-02-10,Winter
Turkish Airlines,IST,ROM,160,0,economy,Night,Night,1927.3799999999999,2024-07-04,Summer
ITA Airways,ROM,CMN,255,0,business,Evening,Night,9817.08,2024-03-17,Spring
Iberia,PAR,ROM,120,0,economy,Morning,Morning,1711.71,2023-12-09,Winter
Turkish Airlines,ROM,CMN,545,1,economy,Morning,Afternoon,2948.4,2024-05-29,Spring
easyJet,ROM,PAR,130,0,economy,Night,Night,616.98,2024-11-05,Autumn
Lufthansa,ROM,PAR,235,1,business,Afternoon,Evening,4933.11,2024-04-18,Spring
TAP Portugal,CMN,ROM,705,1,economy,Afternoon,Late Night,1012.83,2024-02-10,Winter
Egypt Air,CMN,IST,900,1,business,Afternoon,Early Morning,9705.15,2024-06-01,Summer
ITA Airways,ROM,CMN,195,0,business,Evening,Night,9825.27,2024-02-10,Winter
easyJet,ROM,CMN,520,1,economy,Morning,Evening,1698.06,2024-03-17,Spring
KLM,CMN,IST,3225,2,economy,Morning,Afternoon,1848.21,2024-03-17,Spring
Egypt Air,IST,CMN,705,1,economy,Late Night,Afternoon,3338.79,2024-03-17,Spring
Air Serbia,IST,ROM,320,1,business,Afternoon,Evening,2323.23,2024-05-29,Spring
Turkish Airlines,PAR,IST,210,0,economy,Evening,Late Night,3611.79,2024-07-04,Summer
Turkish Airlines,PAR,IST,215,0,business,Afternoon,Evening,19986.329999999998,2024-02-10,Winter
Air France,ROM,PAR,135,0,economy,Early Morning,Morning,824.46,2024-04-18,Spring
Aegean Airlines,IST,ROM,1295,1,economy,Night,Evening,1883.7,2024-11-05,Autumn
Transavia France,CMN,PAR,180,0,economy,Morning,Afternoon,1010.1,2024-05-29,Spring
British Airways,IST,CMN,720,2,business,Morning,Evening,12148.5,2024-06-01,Summer
KLM,IST,ROM,435,1,business,Evening,Night,7753.2,2024-11-05,Autumn
Egypt Air,ROM,IST,545,1,business,Afternoon,Late Night,15036.84,2024-08-16,Summer
Turkish Airlines,PAR,IST,210,0,economy,Evening,Late Night,1313.1299999999999,2024-01-12,Winter
Air France,CMN,PAR,135,0,economy,Evening,Night,1266.72,2024-03-17,Spring
Transavia France,IST,CMN,715,1,economy,Morning,Afternoon,5634.72,2024-08-16,Summer
Egypt Air,ROM,CMN,625,1,business,Afternoon,Night,8520.33,2024-01-12,Winter
Air Serbia,PAR,IST,290,1,economy,Morning,Afternoon,1266.72,2024-04-18,Spring
Turkish Airlines,IST,PAR,225,0,economy,Afternoon,Afternoon,1911.0,2024-07-04,Summer
Air France,PAR,ROM,125,0,business,Evening,Evening,2484.3,2024-06-01,Summer
Air Serbia,PAR,IST,385,1,business,Morning,Evening,7117.11,2024-01-12,Winter
Lufthansa,ROM,IST,420,1,business,Afternoon,Night,5077.8,2024-01-12,Winter
AnadoluJet,IST,PAR,235,0,economy,Morning,Afternoon,1045.59,2024-03-17,Spring
Air France,ROM,PAR,130,0,economy,Afternoon,Evening,1405.95,2024-01-12,Winter
AnadoluJet,ROM,IST,170,0,economy,Afternoon,Afternoon,1299.48,2024-04-18,Spring
Egypt Air,IST,CMN,1135,1,business,Early Morning,Night,14780.22,2024-10-19,Autumn
Royal Air Maroc,CMN,PAR,170,0,economy,Morning,Afternoon,1744.47,2024-04-18,Spring
Air Serbia,PAR,IST,355,1,economy,Night,Late Night,1870.05,2024-08-16,Summer
Lufthansa,CMN,IST,1815,1,business,Afternoon,Night,6554.73,2024-11-05,Autumn
Royal Air Maroc,PAR,CMN,185,0,economy,Afternoon,Afternoon,3049.41,2023-12-09,Winter
Transavia France,ROM,PAR,135,0,economy,Afternoon,Afternoon,455.91,2024-09-03,Autumn
Lufthansa,IST,CMN,505,1,economy,Evening,Late Night,4040.4,2024-06-01,Summer
ITA Airways,ROM,IST,160,0,economy,Afternoon,Evening,1722.6299999999999,2024-02-10,Winter
British Airways,IST,PAR,470,1,business,Morning,Afternoon,4204.2,2024-02-10,Winter
Turkish Airlines,IST,ROM,165,0,business,Night,Night,11752.65,2024-01-12,Winter
Iberia,CMN,ROM,360,1,business,Afternoon,Evening,5053.23,2024-04-18,Spring
Air France,CMN,PAR,185,0,business,Morning,Morning,11397.75,2024-04-18,Spring
Turkish Airlines,CMN,IST,285,0,economy,Evening,Night,3603.6,2024-10-19,Autumn
Royal Air Maroc,CMN,PAR,175,0,economy,Late Night,Early Morning,4651.92,2024-09-03,Autumn
Turkish Airlines,IST,PAR,230,0,business,Night,Night,10537.8,2024-11-05,Autumn
LOT,IST,PAR,370,1,business,Evening,Night,7179.9,2024-06-01,Summer
KLM,PAR,IST,335,1,economy,Morning,Afternoon,2757.3,2024-10-19,Autumn
Kuwait Airways,IST,CMN,950,1,economy,Afternoon,Early Morning,5541.9,2024-11-05,Autumn
Egypt Air,IST,CMN,600,1,business,Early Morning,Afternoon,10788.96,2024-10-19,Autumn
Air France,ROM,PAR,130,0,business,Afternoon,Evening,2538.9,2024-03-17,Spring
TAP Portugal,CMN,ROM,1115,1,economy,Afternoon,Morning,1446.9,2024-11-05,Autumn
Air Serbia,ROM,IST,340,1,business,Night,Early Morning,3396.12,2024-03-17,Spring
Iberia,ROM,CMN,770,1,economy,Early Morning,Evening,1911.0,2024-03-17,Spring
British Airways,ROM,IST,550,1,business,Afternoon,Late Night,5460.0,2024-03-17,Spring
Air France,CMN,PAR,180,0,economy,Evening,Night,3931.2,2024-08-16,Summer
Lufthansa,IST,PAR,335,1,business,Afternoon,Evening,6360.9,2024-04-18,Spring
Royal Air Maroc,CMN,ROM,185,0,economy,Afternoon,Afternoon,1455.09,2024-04-18,Spring
Turkish Airlines,PAR,IST,220,0,business,Afternoon,Night,8506.68,2024-06-01,Summer
Air France,PAR,ROM,125,0,economy,Afternoon,Evening,2863.77,2024-11-05,Autumn
Turkish Airlines,IST,PAR,230,0,economy,Morning,Morning,1911.0,2024-07-04,Summer
Air France,PAR,CMN,190,0,business,Afternoon,Afternoon,8959.86,2024-06-01,Summer
Tunisair,IST,CMN,860,1,business,Afternoon,Late Night,6279.0,2024-07-04,Summer
Air France,CMN,PAR,135,0,business,Evening,Night,8790.6,2024-03-17,Spring
Air Algerie,IST,ROM,770,1,business,Late Night,Afternoon,5399.94,2023-12-09,Winter
LOT,IST,PAR,370,1,business,Evening,Night,7343.7,2024-10-19,Autumn
Royal Air Maroc,CMN,PAR,180,0,business,Afternoon,Afternoon,6527.43,2024-11-05,Autumn
SAUDIA,CMN,IST,790,1,business,Evening,Morning,14793.87,2024-04-18,Spring
Turkish Airlines,IST,PAR,225,0,business,Morning,Morning,10294.83,2024-03-17,Spring
Air France,ROM,PAR,135,0,business,Early Morning,Morning,2538.9,2024-06-01,Summer
TAP Portugal,CMN,ROM,980,1,business,Evening,Morning,4594.59,2024-04-18,Spring
Turkish Airlines,PAR,IST,220,0,economy,Morning,Afternoon,1430.52,2024-03-17,Spring
Air Serbia,ROM,PAR,300,1,business,Afternoon,Evening,4520.88,2024-08-16,Summer
Air France,CMN,ROM,465,1,economy,Morning,Afternoon,4968.6,2024-10-19,Autumn
Turkish Airlines,PAR,IST,215,0,business,Morning,Afternoon,10513.23,2024-07-04,Summer
Royal Air Maroc,ROM,CMN,200,0,economy,Evening,Night,1583.4,2024-05-29,Spring
Turkish Airlines,PAR,IST,215,0,business,Afternoon,Night,8615.88,2024-03-17,Spring
Air Algerie,IST,ROM,770,1,business,Late Night,Afternoon,5326.23,2024-04-18,Spring
Air France,PAR,CMN,305,1,economy,Morning,Afternoon,3199.56,2024-02-10,Winter
Wizz Air Malta,ROM,PAR,135,0,economy,Early Morning,Morning,324.87,2024-01-12,Winter
Lufthansa,IST,CMN,515,1,economy,Early Morning,Afternoon,4125.03,2023-12-09,Winter
Wizz Air Malta,PAR,ROM,125,0,economy,Morning,Morning,578.76,2024-02-10,Winter
Turkish Airlines,IST,CMN,310,0,business,Evening,Night,22260.42,2023-12-09,Winter
Qatar Airways,CMN,IST,870,1,business,Night,Afternoon,24452.61,2024-08-16,Summer
Lufthansa,IST,ROM,355,1,business,Evening,Night,6251.7,2024-01-12,Winter
Air France,ROM,CMN,720,1,economy,Morning,Night,4914.0,2024-10-19,Autumn
Lufthansa,CMN,ROM,500,1,business,Afternoon,Night,4559.1,2024-11-05,Autumn
Air Serbia,IST,ROM,1055,1,business,Night,Afternoon,2492.49,2024-09-03,Autumn
KLM,IST,PAR,975,1,economy,Evening,Morning,1747.2,2024-11-05,Autumn
Vueling,ROM,PAR,135,0,economy,Early Morning,Morning,576.03,2024-06-01,Summer
Kuwait Airways,CMN,IST,700,1,economy,Afternoon,Late Night,6030.57,2024-01-12,Winter
Air France,CMN,ROM,465,1,economy,Morning,Afternoon,3685.5,2024-07-04,Summer
TAP Portugal,ROM,CMN,955,1,business,Evening,Morning,3625.44,2024-02-10,Winter
Air Serbia,IST,PAR,345,1,economy,Early Morning,Morning,1482.39,2024-02-10,Winter
Pegasus Airlines,PAR,IST,205,0,economy,Afternoon,Evening,3177.72,2024-07-04,Summer
TAP Portugal,ROM,CMN,1115,1,economy,Afternoon,Morning,1474.2,2024-11-05,Autumn
Egypt Air,CMN,IST,680,1,business,Afternoon,Late Night,8708.7,2024-09-03,Autumn
TAROM,IST,PAR,350,1,business,Morning,Afternoon,8086.26,2024-06-01,Summer
Turkish Airlines,ROM,IST,155,0,business,Evening,Late Night,10674.3,2023-12-09,Winter
Egypt Air,IST,CMN,600,1,economy,Early Morning,Afternoon,3696.42,2024-10-19,Autumn
British Airways,ROM,IST,645,1,business,Afternoon,Late Night,5487.3,2024-07-04,Summer
SWISS,ROM,PAR,255,1,business,Morning,Afternoon,4873.05,2024-01-12,Winter
Turkish Airlines,PAR,IST,215,0,economy,Afternoon,Evening,1430.52,2024-03-17,Spring
Pegasus Airlines,ROM,IST,150,0,economy,Morning,Afternoon,960.96,2024-05-29,Spring
Egypt Air,CMN,IST,1290,1,business,Afternoon,Afternoon,8697.78,2024-09-03,Autumn
Turkish Airlines,ROM,IST,165,0,business,Afternoon,Evening,10674.3,2024-05-29,Spring
Aegean Airlines,ROM,IST,370,1,economy,Night,Early Morning,3030.3,2024-09-03,Autumn
Royal Air Maroc,PAR,CMN,175,0,business,Afternoon,Afternoon,7452.9,2024-02-10,Winter
Royal Air Maroc,CMN,PAR,175,0,business,Afternoon,Evening,6549.2699999999995,2024-05-29,Spring
Royal Air Maroc,IST,CMN,300,0,business,Afternoon,Afternoon,19549.53,2024-05-29,Spring
Turkish Airlines,IST,ROM,160,0,business,Afternoon,Afternoon,11673.48,2024-06-01,Summer
Royal Air Maroc,PAR,CMN,185,0,economy,Evening,Night,1774.5,2024-08-16,Summer
Air Algerie,ROM,IST,550,1,business,Afternoon,Late Night,6486.48,2023-12-09,Winter
Turkish Airlines,PAR,IST,210,0,business,Evening,Late Night,8681.4,2024-10-19,Autumn
Egypt Air,CMN,IST,615,1,economy,Late Night,Afternoon,3770.13,2024-04-18,Spring
Royal Air Maroc,CMN,PAR,170,0,business,Afternoon,Afternoon,6895.98,2024-02-10,Winter
Egypt Air,ROM,IST,670,1,business,Evening,Early Morning,15036.84,2024-08-16,Summer
ITA Airways,ROM,PAR,130,0,business,Night,Night,4613.7,2024-07-04,Summer
Turkish Airlines,IST,PAR,225,0,economy,Afternoon,Afternoon,3488.94,2024-04-18,Spring
Iberia,CMN,PAR,290,1,economy,Afternoon,Evening,4258.8,2024-08-16,Summer
ITA Airways,ROM,CMN,195,0,economy,Evening,Night,3169.53,2024-02-10,Winter
Turkish Airlines,IST,PAR,225,0,business,Evening,Night,10289.37,2024-06-01,Summer
Air Serbia,PAR,IST,355,1,business,Night,Early Morning,3524.43,2024-03-17,Spring
Royal Air Maroc,CMN,IST,285,0,business,Evening,Night,17452.89,2024-10-19,Autumn
Turkish Airlines,IST,ROM,160,0,economy,Night,Night,1599.78,2024-10-19,Autumn
LOT,PAR,IST,930,1,business,Morning,Late Night,3797.43,2024-02-10,Winter
Air France,CMN,ROM,390,1,economy,Morning,Afternoon,2102.1,2023-12-09,Winter
ITA Airways,IST,ROM,160,0,economy,Afternoon,Afternoon,1430.52,2024-04-18,Spring
Lufthansa,CMN,ROM,590,2,business,Late Night,Afternoon,11083.8,2024-04-18,Spring
ITA Airways,ROM,IST,155,0,economy,Morning,Afternoon,1785.42,2024-01-12,Winter
Egypt Air,IST,CMN,830,1,business,Late Night,Afternoon,14780.22,2024-10-19,Autumn
Air Algerie,PAR,IST,765,1,business,Afternoon,Late Night,7054.32,2024-08-16,Summer
Egypt Air,IST,CMN,645,1,business,Late Night,Afternoon,7717.71,2024-01-12,Winter
SWISS,ROM,PAR,450,1,business,Early Morning,Afternoon,4870.32,2024-07-04,Summer
British Airways,IST,CMN,1280,2,economy,Afternoon,Afternoon,2558.0099999999998,2024-04-18,Spring
Iberia,CMN,ROM,320,1,business,Evening,Late Night,5214.3,2024-08-16,Summer
Air France,ROM,PAR,130,0,economy,Night,Night,982.8,2024-07-04,Summer
Iberia,ROM,CMN,520,1,business,Morning,Night,4149.6,2024-02-10,Winter
Turkish Airlines,IST,CMN,300,0,business,Afternoon,Afternoon,13595.4,2024-10-19,Autumn
Air France,PAR,CMN,245,0,business,Afternoon,Evening,8998.08,2024-03-17,Spring
Egypt Air,CMN,IST,570,1,business,Late Night,Afternoon,9615.06,2024-04-18,Spring
ITA Airways,IST,ROM,160,0,economy,Afternoon,Afternoon,1433.25,2024-05-29,Spring
Royal Air Maroc,CMN,IST,215,0,business,Evening,Night,17103.45,2024-03-17,Spring
Air Serbia,IST,PAR,305,1,economy,Afternoon,Evening,1302.21,2024-05-29,Spring
ITA Airways,PAR,ROM,130,0,business,Evening,Night,4832.1,2024-07-04,Summer
British Airways,IST,PAR,695,1,business,Morning,Evening,5514.6,2023-12-09,Winter
Air Arabia Maroc,IST,CMN,300,0,economy,Late Night,Early Morning,1520.61,2024-10-19,Autumn
Lufthansa,PAR,ROM,375,1,business,Early Morning,Afternoon,5951.4,2024-02-10,Winter
Egypt Air,CMN,ROM,675,1,economy,Late Night,Afternoon,5230.68,2024-08-16,Summer
Egypt Air,IST,CMN,1195,1,economy,Evening,Afternoon,3696.42,2024-09-03,Autumn
Air France,CMN,IST,1350,1,economy,Afternoon,Evening,3049.41,2024-11-05,Autumn
Air Serbia,IST,ROM,260,1,economy,Early Morning,Morning,881.79,2024-06-01,Summer
Air France,PAR,CMN,245,0,economy,Afternoon,Afternoon,1250.34,2024-03-17,Spring
Turkish Airlines,ROM,CMN,575,1,economy,Early Morning,Afternoon,2948.4,2024-03-17,Spring
Pegasus Airlines,PAR,IST,210,0,economy,Morning,Evening,3114.93,2023-12-09,Winter
Iberia,PAR,CMN,375,1,economy,Early Morning,Afternoon,1375.92,2024-04-18,Spring
Lufthansa,ROM,CMN,400,1,business,Evening,Late Night,4641.0,2024-08-16,Summer
Iberia,ROM,CMN,625,2,business,Morning,Night,8326.5,2024-03-17,Spring
Turkish Airlines,IST,PAR,230,0,economy,Morning,Morning,1291.29,2024-06-01,Summer
Egypt Air,ROM,CMN,625,1,business,Afternoon,Night,8921.64,2024-02-10,Winter
ITA Airways,ROM,IST,155,0,economy,Evening,Late Night,1719.9,2023-12-09,Winter
Lufthansa,PAR,IST,445,1,business,Morning,Evening,4632.81,2024-03-17,Spring
Lufthansa,IST,ROM,475,2,business,Afternoon,Night,6934.2,2024-09-03,Autumn
TAP Portugal,CMN,PAR,470,1,business,Morning,Night,2899.2599999999998,2024-06-01,Summer
TAROM,IST,PAR,350,1,economy,Morning,Afternoon,2017.47,2024-02-10,Winter
TAP Portugal,CMN,ROM,1115,1,business,Afternoon,Morning,2921.1,2024-11-05,Autumn
Turkish Airlines,PAR,IST,215,0,business,Morning,Afternoon,8615.88,2024-03-17,Spring
Turkish Airlines,ROM,IST,160,0,business,Early Morning,Morning,10674.3,2023-12-09,Winter
Air France,CMN,ROM,375,1,business,Morning,Evening,7589.4,2024-04-18,Spring
Lufthansa,PAR,IST,360,1,economy,Early Morning,Afternoon,2669.94,2024-08-16,Summer
Egypt Air,CMN,IST,835,1,business,Late Night,Evening,8291.01,2024-03-17,Spring
Air Serbia,ROM,IST,335,1,economy,Morning,Afternoon,1228.5,2024-09-03,Autumn
Transavia France,PAR,ROM,120,0,economy,Morning,Afternoon,434.07,2024-09-03,Autumn
Vueling,ROM,PAR,130,0,economy,Evening,Night,941.85,2024-03-17,Spring
Vueling,ROM,PAR,135,0,economy,Early Morning,Morning,551.46,2024-10-19,Autumn
Vueling,ROM,PAR,130,0,economy,Morning,Morning,993.72,2024-09-03,Autumn
Egypt Air,IST,CMN,1200,1,business,Evening,Afternoon,10780.77,2024-11-05,Autumn
British Airways,IST,CMN,1450,2,economy,Afternoon,Afternoon,2839.2,2024-03-17,Spring
Air France,ROM,CMN,565,1,economy,Early Morning,Afternoon,2648.1,2024-06-01,Summer
ITA Airways,ROM,CMN,195,0,business,Evening,Night,9828.0,2023-12-09,Winter
Turkish Airlines,ROM,IST,160,0,economy,Early Morning,Morning,1580.67,2024-01-12,Winter
Egypt Air,CMN,ROM,675,1,economy,Late Night,Afternoon,5230.68,2024-10-19,Autumn
ITA Airways,ROM,IST,160,0,economy,Evening,Night,3699.15,2024-03-17,Spring
British Airways,CMN,ROM,1125,2,business,Evening,Afternoon,13622.7,2024-10-19,Autumn
TAROM,IST,ROM,885,1,business,Night,Afternoon,8080.8,2024-11-05,Autumn
TAP Portugal,PAR,CMN,335,1,business,Early Morning,Morning,5858.58,2024-06-01,Summer
Turkish Airlines,ROM,IST,170,0,business,Morning,Afternoon,11826.36,2024-08-16,Summer
Egypt Air,IST,CMN,805,1,business,Late Night,Afternoon,9049.95,2024-02-10,Winter
Turkish Airlines,IST,PAR,225,0,business,Evening,Night,10286.64,2024-05-29,Spring
Iberia,ROM,CMN,890,2,business,Early Morning,Night,9418.5,2023-12-09,Winter
ITA Airways,ROM,PAR,130,0,business,Morning,Morning,4559.1,2024-10-19,Autumn
Egypt Air,CMN,IST,690,1,business,Night,Afternoon,9546.81,2024-03-17,Spring
ITA Airways,PAR,CMN,380,1,business,Afternoon,Night,7338.24,2024-02-10,Winter
Turkish Airlines,ROM,IST,160,0,economy,Morning,Morning,1692.6,2024-10-19,Autumn
Egypt Air,CMN,IST,1290,1,business,Afternoon,Afternoon,8291.01,2024-06-01,Summer
Air France,IST,CMN,605,1,economy,Early Morning,Afternoon,7207.2,2024-07-04,Summer
ITA Airways,PAR,ROM,260,1,business,Afternoon,Night,4930.38,2024-01-12,Winter
Egypt Air,CMN,IST,900,1,economy,Afternoon,Early Morning,5361.72,2024-10-19,Autumn
Lufthansa,ROM,CMN,570,2,business,Afternoon,Late Night,6879.6,2024-04-18,Spring
Turkish Airlines,IST,ROM,160,0,economy,Afternoon,Evening,1599.78,2024-10-19,Autumn
Air Serbia,IST,ROM,270,1,economy,Morning,Afternoon,1015.56,2024-08-16,Summer
Air France,CMN,ROM,465,1,economy,Morning,Afternoon,2246.79,2024-05-29,Spring
easyJet,ROM,PAR,125,0,economy,Night,Night,1045.59,2024-04-18,Spring
Iberia,CMN,PAR,605,1,business,Afternoon,Night,3852.03,2024-04-18,Spring
TAP Portugal,CMN,ROM,700,1,economy,Morning,Late Night,1332.24,2024-06-01,Summer
Air France,CMN,PAR,185,0,business,Morning,Morning,8790.6,2024-05-29,Spring
ITA Airways,ROM,IST,150,0,economy,Morning,Afternoon,3057.6,2024-05-29,Spring
Air France,CMN,IST,1135,1,business,Evening,Evening,6068.79,2024-03-17,Spring
ITA Airways,IST,ROM,155,0,economy,Night,Night,1433.25,2024-05-29,Spring
Royal Air Maroc,CMN,IST,285,0,business,Morning,Afternoon,8353.8,2024-01-12,Winter
ITA Airways,PAR,ROM,120,0,business,Early Morning,Morning,3772.86,2024-04-18,Spring
Turkish Airlines,ROM,IST,165,0,business,Morning,Afternoon,11826.36,2024-07-04,Summer
Lufthansa,ROM,CMN,400,1,economy,Evening,Late Night,1829.1,2024-09-03,Autumn
Vueling,PAR,ROM,120,0,economy,Afternoon,Afternoon,1285.83,2024-10-19,Autumn
